movieNm,movieCd,openDt,salesAcc,audiAcc,scrnCnt,showTm,typeNm,nationNm,genreNm,director,actor1,actor2,showTypeGroupNm,showTypeNm,audits,commercial,first_until_weekday_audiAcc,first_until_weekday_salesAcc,1_weeks_audiAcc,1_weeks_salesAcc,2_weeks_audiAcc,2_weeks_salesAcc,3_weeks_audiAcc,3_weeks_salesAcc,4_weeks_audiAcc,4_weeks_salesAcc,5_weeks_audiAcc,5_weeks_salesAcc,6_weeks_audiAcc,6_weeks_salesAcc,7_weeks_audiAcc,7_weeks_salesAcc,8_weeks_audiAcc,8_weeks_salesAcc
신밧드와 마법 양탄자,20196404,2019-02-13,172090140,25072,621,,,,,,,,,,,0,,,25072.0,172090140.0,25072.0,172090140.0,25072.0,172090140.0,25072.0,172090140.0,25072.0,172090140.0,25072.0,172090140.0,25072.0,172090140.0,25072.0,172090140.0
신비아파트 극장판 차원도깨비와 7개의 세계,20228640,2022-12-14,4079207618,427067,12197,103.0,장편,한국,애니메이션,변영규,김영은, 김채하,2D,디지털,전체관람가,0,37058.0,382088135.0,188122.0,1824658518.0,311566.0,3003935134.0,388310.0,3707451143.0,414095.0,3954776534.0,427067.0,4079207618.0,427067.0,4079207618.0,427067.0,4079207618.0,427067.0,4079207618.0
신비아파트 극장판 하늘도깨비 대 요르문간드,20198374,2019-12-19,6886660450,873099,17914,96.0,장편,한국,애니메이션,변영규,김영은, 김채하,"2D, 4D","디지털, 4D",전체관람가,0,315834.0,2519900970.0,484819.0,3860184600.0,718558.0,5673115880.0,831670.0,6556999430.0,873099.0,6886660450.0,873099.0,6886660450.0,873099.0,6886660450.0,873099.0,6886660450.0,873099.0,6886660450.0
신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,2018-07-25,4925114100,667879,8191,,,,,,,,,,,0,318933.0,2416570200.0,445485.0,3297934400.0,653082.0,4816083200.0,667879.0,4925114100.0,667879.0,4925114100.0,667879.0,4925114100.0,667879.0,4925114100.0,667879.0,4925114100.0,667879.0,4925114100.0
신비한 동물들과 그린델왈드의 범죄,20176814,2018-11-14,20576595318,2384642,19275,,,,,,,,,,,0,1519853.0,13326169070.0,1680599.0,14635193570.0,2233327.0,19374821656.0,2380660.0,20545270068.0,2384642.0,20576595318.0,2384642.0,20576595318.0,2384642.0,20576595318.0,2384642.0,20576595318.0,2384642.0,20576595318.0
신비한 동물들과 덤블도어의 비밀,20212725,2022-04-13,12304603580,1195322,35129,142.0,장편,미국,어드벤처,데이빗 예이츠,에디 레드메인, 주드 로,"2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가,0,476335.0,5042976080.0,533800.0,5633376080.0,817484.0,8644297560.0,1107115.0,11392743510.0,1165284.0,11995037620.0,1188386.0,12242751980.0,1191660.0,12276312180.0,1191660.0,12276312180.0,1191660.0,12276312180.0
신비한 동물사전,20162365,2016-11-16,39355560448,4668709,28099,132.0,장편,미국,어드벤처,데이빗 예이츠,에디 레드메인, 콜린 파렐,"2D, 2D, 3D, 3D, 4D, IMAX, IMAX","디지털, 디지털 더빙, 3D 디지털, 3D 더빙, 4D, IMAX, IMAX 3D","12세이상관람가, 12세이상관람가",0,1936408.0,16718524565.0,2238617.0,19142228965.0,3571998.0,30490377801.0,4282155.0,36266634743.0,4507373.0,38061078258.0,4633960.0,39070931958.0,4657601.0,39262500558.0,4657601.0,39262500558.0,4657601.0,39262500558.0
신서유기 : 몽키킹의 부활,20174902,2017-11-02,104365600,13983,423,,,,,,,,,,,1,13983.0,104365600.0,13983.0,104365600.0,13983.0,104365600.0,13983.0,104365600.0,13983.0,104365600.0,13983.0,104365600.0,13983.0,104365600.0,13983.0,104365600.0,13983.0,104365600.0
신은 죽지 않았다,20157782,2015-04-16,153701100,20364,645,,,,,,,,,,,1,,,18157.0,137238700.0,20364.0,153701100.0,20364.0,153701100.0,20364.0,153701100.0,20364.0,153701100.0,20364.0,153701100.0,20364.0,153701100.0,20364.0,153701100.0
신은 죽지 않았다 3: 어둠 속의 빛,20186001,2018-07-19,529373600,66901,1603,,,,,,,,,,,1,40669.0,327792900.0,53161.0,420008600.0,66901.0,529373600.0,66901.0,529373600.0,66901.0,529373600.0,66901.0,529373600.0,66901.0,529373600.0,66901.0,529373600.0,66901.0,529373600.0
신의 한 수: 귀수편,20181434,2019-11-07,18480216050,2159081,19742,106.0,장편,한국,범죄,리건,권상우, 김희원,"2D, 2D","디지털, 디지털 가치봄",15세이상관람가,0,1070965.0,9355600720.0,1397914.0,12018455170.0,1969451.0,16911761660.0,2126400.0,18233415490.0,2153451.0,18439503950.0,2153451.0,18439503950.0,2153451.0,18439503950.0,2153451.0,18439503950.0,2153451.0,18439503950.0
신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,20236146,2023-12-22,8939210322,924114,21756,94.0,장편,일본,애니메이션,오네 히토시,,,"2D, 2D, 2D","디지털, 디지털 한글자막 CC, 디지털 더빙",전체관람가,0,216971.0,2125570815.0,416063.0,4029271356.0,672393.0,6496264305.0,780869.0,7544455301.0,841013.0,8131649034.0,886266.0,8573826027.0,909368.0,8799501801.0,924114.0,8939210322.0,924114.0,8939210322.0
신체모음.zip,20233075,2023-08-30,496923800,53655,2380,104.0,장편,한국,공포(호러),최원경,김민석, 김채은,2D,디지털,15세이상관람가,1,35212.0,315755700.0,39715.0,360658000.0,53655.0,496923800.0,53655.0,496923800.0,53655.0,496923800.0,53655.0,496923800.0,53655.0,496923800.0,53655.0,496923800.0,53655.0,496923800.0
실: 인연의 시작,20217508,2021-10-14,18320080,1868,144,130.0,장편,일본,드라마,제제 다카히사,스다 마사키, 고마츠 나나,2D,디지털,12세이상관람가,1,,,1868.0,18320080.0,1868.0,18320080.0,1868.0,18320080.0,1868.0,18320080.0,1868.0,18320080.0,1868.0,18320080.0,1868.0,18320080.0,1868.0,18320080.0
실종,20210843,2022-06-15,93490900,10189,354,123.0,장편,일본,스릴러,,이토 아오이, 사토 지로,2D,디지털,청소년관람불가,1,5506.0,55498300.0,6796.0,68060800.0,10189.0,93490900.0,10189.0,93490900.0,10189.0,93490900.0,10189.0,93490900.0,10189.0,93490900.0,10189.0,93490900.0,10189.0,93490900.0
실크 로드,20217881,2021-06-09,6408460,703,100,116.0,장편,미국,범죄,,닉 로빈슨, 제이슨 클락,2D,디지털,15세이상관람가,0,,,703.0,6408460.0,703.0,6408460.0,703.0,6408460.0,703.0,6408460.0,703.0,6408460.0,703.0,6408460.0,703.0,6408460.0,703.0,6408460.0
심야식당,20156970,2015-06-18,958790074,121388,2132,,,,,,,,,,,1,40903.0,332917674.0,61182.0,477803474.0,94425.0,741975274.0,115589.0,912099174.0,121388.0,958790074.0,121388.0,958790074.0,121388.0,958790074.0,121388.0,958790074.0,121388.0,958790074.0
심야식당 2,20173833,2017-06-08,240320900,30833,1106,,,,,,,,,,,1,,,30833.0,240320900.0,30833.0,240320900.0,30833.0,240320900.0,30833.0,240320900.0,30833.0,240320900.0,30833.0,240320900.0,30833.0,240320900.0,30833.0,240320900.0
심야카페: 미씽 허니,20212665,2022-11-17,48321096,5252,453,102.0,장편,한국,멜로/로맨스,정윤수,이이경, 채서진,2D,디지털,12세이상관람가,0,,,5252.0,48321096.0,5252.0,48321096.0,5252.0,48321096.0,5252.0,48321096.0,5252.0,48321096.0,5252.0,48321096.0,5252.0,48321096.0,5252.0,48321096.0
십개월의 미래 ,20200302,2021-10-14,76649900,10959,867,,,,,,,,,,,1,8718.0,62030800.0,10959.0,76649900.0,10959.0,76649900.0,10959.0,76649900.0,10959.0,76649900.0,10959.0,76649900.0,10959.0,76649900.0,10959.0,76649900.0,10959.0,76649900.0
싱 스트리트,20163018,2016-05-19,4306059572,533733,8564,,,,,,,,,,,1,171359.0,1438359752.0,238999.0,1919154452.0,394504.0,3196773664.0,503731.0,4108671572.0,533733.0,4306059572.0,533733.0,4306059572.0,533733.0,4306059572.0,533733.0,4306059572.0,533733.0,4306059572.0
싱글 인 서울,20202247,2023-11-29,3651712024,390229,13452,102.0,장편,한국,멜로/로맨스,박범수,이동욱, 임수정,2D,디지털,12세이상관람가,0,18846.0,188986060.0,263102.0,2433731586.0,350375.0,3272841894.0,388075.0,3632050188.0,390229.0,3651712024.0,390229.0,3651712024.0,390229.0,3651712024.0,390229.0,3651712024.0,390229.0,3651712024.0
싱글라이더,20161723,2017-02-22,2373889621,311918,3825,,,,,,,,,,,0,262306.0,2011741921.0,311918.0,2373889621.0,311918.0,2373889621.0,311918.0,2373889621.0,311918.0,2373889621.0,311918.0,2373889621.0,311918.0,2373889621.0,311918.0,2373889621.0,311918.0,2373889621.0
싱크홀,20196270,2021-08-11,21387214690,2194102,35026,113.0,장편,한국,코미디,김지훈,차승원, 김성균,"2D, 2D","디지털, 디지털 가치봄",12세이상관람가,0,922343.0,9086168210.0,1221307.0,12023063400.0,1731693.0,17009083380.0,2021033.0,19751991550.0,2124152.0,20739966900.0,2178215.0,21259376760.0,2185815.0,21333102590.0,2185815.0,21333102590.0,2185815.0,21333102590.0
써드 퍼슨 - 감독판,20159101,2015-05-28,10298000,1326,6,,,,,,,,,,,1,,,1326.0,10298000.0,1326.0,10298000.0,1326.0,10298000.0,1326.0,10298000.0,1326.0,10298000.0,1326.0,10298000.0,1326.0,10298000.0,1326.0,10298000.0
썬키스 패밀리,20166301,2019-03-27,237626100,30561,2633,,,,,,,,,,,0,26086.0,204455870.0,30561.0,237626100.0,30561.0,237626100.0,30561.0,237626100.0,30561.0,237626100.0,30561.0,237626100.0,30561.0,237626100.0,30561.0,237626100.0,30561.0,237626100.0
썰,20218016,2021-06-03,5346000,594,5,84.0,장편,한국,코미디,황승재,김강현, 강찬희,2D,디지털,청소년관람불가,1,,,594.0,5346000.0,594.0,5346000.0,594.0,5346000.0,594.0,5346000.0,594.0,5346000.0,594.0,5346000.0,594.0,5346000.0,594.0,5346000.0
썸니아,20153182,2016-05-25,59730545,7486,180,,,,,,,,,,,1,,,7486.0,59730545.0,7486.0,59730545.0,7486.0,59730545.0,7486.0,59730545.0,7486.0,59730545.0,7486.0,59730545.0,7486.0,59730545.0,7486.0,59730545.0
썸머 85,20209538,2020-12-24,55339300,6345,685,101.0,장편,기타,멜로/로맨스,프랑수아 오종,펠릭스 르페브르, 벤자민 부아쟁,2D,디지털,15세이상관람가,1,4353.0,39355840.0,6345.0,55339300.0,6345.0,55339300.0,6345.0,55339300.0,6345.0,55339300.0,6345.0,55339300.0,6345.0,55339300.0,6345.0,55339300.0,6345.0,55339300.0
썸머 필름을 타고!,20225293,2022-07-20,218095020,22757,468,97.0,장편,일본,기타,마츠모토 소우시,이토 마리카, 카네코 다이치,2D,디지털,전체관람가,1,10566.0,106792760.0,10566.0,106792760.0,18207.0,172103120.0,22757.0,218095020.0,22757.0,218095020.0,22757.0,218095020.0,22757.0,218095020.0,22757.0,218095020.0,22757.0,218095020.0
쎄시봉,20148188,2015-02-05,13513843011,1706272,12605,,,,,,,,,,,0,642244.0,5145790460.0,834162.0,6576085060.0,1226283.0,9695480811.0,1649258.0,13082490411.0,1706272.0,13513843011.0,1706272.0,13513843011.0,1706272.0,13513843011.0,1706272.0,13513843011.0,1706272.0,13513843011.0
"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",20177602,2018-01-11,172098400,22051,1426,,,,,,,,,,,1,22051.0,172098400.0,22051.0,172098400.0,22051.0,172098400.0,22051.0,172098400.0,22051.0,172098400.0,22051.0,172098400.0,22051.0,172098400.0,22051.0,172098400.0,22051.0,172098400.0
쏘우 X,20235698,2023-12-13,624318738,60005,3672,118.0,장편,미국,공포(호러),케빈 그루터트,토빈 벨, 쇼니 스미스,"2D, DOLBYCINEMA","디지털, DOLBYCINEMA",청소년관람불가,0,50316.0,524302177.0,60005.0,624318738.0,60005.0,624318738.0,60005.0,624318738.0,60005.0,624318738.0,60005.0,624318738.0,60005.0,624318738.0,60005.0,624318738.0,60005.0,624318738.0
쓰리 빌보드,20178449,2018-03-15,700900100,85357,1254,,,,,,,,,,,0,41074.0,346551100.0,54745.0,449647700.0,81427.0,672004400.0,85357.0,700900100.0,85357.0,700900100.0,85357.0,700900100.0,85357.0,700900100.0,85357.0,700900100.0,85357.0,700900100.0
쓰리 세컨즈,20198526,2019-06-20,34755710,3986,351,,,,,,,,,,,0,,,3986.0,34755710.0,3986.0,34755710.0,3986.0,34755710.0,3986.0,34755710.0,3986.0,34755710.0,3986.0,34755710.0,3986.0,34755710.0,3986.0,34755710.0
쓰리 썸머 나잇,20141060,2015-07-15,592392346,74617,2007,,,,,,,,,,,0,62162.0,497276346.0,74617.0,592392346.0,74617.0,592392346.0,74617.0,592392346.0,74617.0,592392346.0,74617.0,592392346.0,74617.0,592392346.0,74617.0,592392346.0,74617.0,592392346.0
쓰리: 아직 끝나지 않았다,20209348,2022-04-21,55407000,7831,149,101.0,장편,한국,드라마,박루슬란,,,2D,디지털,15세이상관람가,1,,,2941.0,23821500.0,2941.0,23821500.0,2941.0,23821500.0,7030.0,51404000.0,7831.0,55407000.0,7831.0,55407000.0,7831.0,55407000.0,7831.0,55407000.0
씨 오브 트리스,20159102,2018-05-10,46340100,5449,179,,,,,,,,,,,1,,,5449.0,46340100.0,5449.0,46340100.0,5449.0,46340100.0,5449.0,46340100.0,5449.0,46340100.0,5449.0,46340100.0,5449.0,46340100.0,5449.0,46340100.0
씨 피버,20208562,2020-05-13,73178040,8431,1131,93.0,장편,아일랜드,SF,니사 하디만,헤르미온느 코필드, 코니 닐슨,2D,디지털,15세이상관람가,1,,,8431.0,73178040.0,8431.0,73178040.0,8431.0,73178040.0,8431.0,73178040.0,8431.0,73178040.0,8431.0,73178040.0,8431.0,73178040.0,8431.0,73178040.0
씽,20162025,2016-12-21,13196964089,1720878,14844,,,,,,,,,,,0,567014.0,4533116689.0,681445.0,5358879989.0,1319767.0,10159537889.0,1635535.0,12562041289.0,1720878.0,13196964089.0,1720878.0,13196964089.0,1720878.0,13196964089.0,1720878.0,13196964089.0,1720878.0,13196964089.0
씽2게더,20218764,2022-01-05,8122785140,877349,31422,109.0,장편,미국,애니메이션,가스 제닝스,매튜 매커너히, 리즈 위더스푼,"2D, 2D","디지털, 디지털 더빙",전체관람가,0,282356.0,2593828510.0,329522.0,3009031700.0,528352.0,4845089670.0,687831.0,6329149960.0,773046.0,7139360800.0,835496.0,7737604030.0,855982.0,7934018840.0,869386.0,8049803720.0,877349.0,8122785140.0
아가씨,20144444,2016-06-01,35097970991,4272976,23916,,,,,,,,,,,0,1825314.0,15147163710.0,2367281.0,19653966910.0,3288831.0,27168059412.0,3818607.0,31456204712.0,4113272.0,33843317291.0,4239312.0,34823895091.0,4272976.0,35097970991.0,4272976.0,35097970991.0,4272976.0,35097970991.0
아가일,20234581,2024-02-07,1426625820,138800,8108,138.0,장편,미국,액션,매튜 본,헨리 카빌, 브라이스 달라스 하워드,"2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가,0,96162.0,1002430943.0,117426.0,1221085290.0,138800.0,1426625820.0,138800.0,1426625820.0,138800.0,1426625820.0,138800.0,1426625820.0,138800.0,1426625820.0,138800.0,1426625820.0,138800.0,1426625820.0
아기곰 보보 구출 대작전,20182990,2018-04-25,105708000,14536,541,,,,,,,,,,,0,9340.0,70712500.0,14536.0,105708000.0,14536.0,105708000.0,14536.0,105708000.0,14536.0,105708000.0,14536.0,105708000.0,14536.0,105708000.0,14536.0,105708000.0,14536.0,105708000.0
아기공룡 둘리-얼음별 대모험,19960041,1996-07-24,895049192,93729,3329,84.0,장편,한국,애니메이션,김수정,,,"필름, 2D","필름, 디지털","연소자관람가, 전체관람가",1,,,,,,,,,,,,,,,,,,
아기돼지 3형제와 매직램프,20171661,2017-03-23,180684600,22930,441,,,,,,,,,,,0,13488.0,107386500.0,13488.0,107386500.0,22930.0,180684600.0,22930.0,180684600.0,22930.0,180684600.0,22930.0,180684600.0,22930.0,180684600.0,22930.0,180684600.0,22930.0,180684600.0
아기배달부 스토크,20163884,2016-12-07,2417357900,319473,5740,,,,,,,,,,,0,166629.0,1287874000.0,182831.0,1397076800.0,298043.0,2262994000.0,319473.0,2417357900.0,319473.0,2417357900.0,319473.0,2417357900.0,319473.0,2417357900.0,319473.0,2417357900.0,319473.0,2417357900.0
아기상어 극장판: 사이렌 스톤의 비밀,20246966,2024-02-07,887041204,100262,5109,83.0,장편,미국,애니메이션,,장예나, 전태열,2D,디지털,전체관람가,1,42536.0,384705766.0,60265.0,544205019.0,83188.0,737169431.0,97198.0,860331572.0,100262.0,887041204.0,100262.0,887041204.0,100262.0,887041204.0,100262.0,887041204.0,100262.0,887041204.0
아내를 죽였다,20198182,2019-12-11,793430560,97564,3835,97.0,장편,한국,스릴러,김하라,이시언, 안내상,2D,디지털,15세이상관람가,1,74840.0,626251940.0,87955.0,729525480.0,91420.0,761168860.0,91420.0,761168860.0,91420.0,761168860.0,91420.0,761168860.0,97564.0,793430560.0,97564.0,793430560.0,97564.0,793430560.0
아네모네,20226638,2024-02-07,15228339,1769,57,74.0,장편,한국,코미디,정하용,정이랑, 박성진,2D,디지털,15세이상관람가,1,,,1769.0,15228339.0,1769.0,15228339.0,1769.0,15228339.0,1769.0,15228339.0,1769.0,15228339.0,1769.0,15228339.0,1769.0,15228339.0,1769.0,15228339.0
아네트,20210587,2021-10-27,287917950,33071,2705,140.0,장편,프랑스,드라마,레오스 카락스,아담 드라이버, 마리옹 꼬띠아르,2D,디지털,15세이상관람가,1,20078.0,174446730.0,24090.0,211364740.0,33071.0,287917950.0,33071.0,287917950.0,33071.0,287917950.0,33071.0,287917950.0,33071.0,287917950.0,33071.0,287917950.0,33071.0,287917950.0
아담스 패밀리,20197279,2019-11-07,2632726640,329288,5849,,,,,,,,,,,0,209769.0,1697225610.0,226189.0,1820231050.0,325263.0,2599006400.0,329288.0,2632726640.0,329288.0,2632726640.0,329288.0,2632726640.0,329288.0,2632726640.0,329288.0,2632726640.0,329288.0,2632726640.0
아담스 패밀리 2,20210937,2021-11-10,976276720,111348,5004,92.0,장편,미국,애니메이션,콘래드 베논,오스카 아이삭, 샤를리즈 테론,"2D, 2D","디지털, 디지털 더빙",전체관람가,0,73795.0,672890720.0,78997.0,715623580.0,104052.0,933361200.0,104052.0,933361200.0,104052.0,933361200.0,104052.0,933361200.0,104052.0,933361200.0,111348.0,976276720.0,111348.0,976276720.0
아더와 미니모이 3: 두 세계의 전쟁,20156383,2015-11-05,410240800,57703,588,,,,,,,,,,,0,38915.0,284045200.0,38915.0,284045200.0,38915.0,284045200.0,57703.0,410240800.0,57703.0,410240800.0,57703.0,410240800.0,57703.0,410240800.0,57703.0,410240800.0,57703.0,410240800.0
아델라인 : 멈춰진 시간,20155562,2015-10-15,283424619,36713,1174,,,,,,,,,,,0,,,36713.0,283424619.0,36713.0,283424619.0,36713.0,283424619.0,36713.0,283424619.0,36713.0,283424619.0,36713.0,283424619.0,36713.0,283424619.0,36713.0,283424619.0
아들의 이름으로,20200524,2021-05-12,189465860,21796,2000,90.0,장편,한국,드라마,이정국,안성기, 윤유선,2D,디지털,12세이상관람가,1,,,19506.0,169653660.0,21796.0,189465860.0,21796.0,189465860.0,21796.0,189465860.0,21796.0,189465860.0,21796.0,189465860.0,21796.0,189465860.0,21796.0,189465860.0
아디오스,20202201,2020-07-22,10360000,1250,150,114.0,장편,스페인,액션,파코 카베자스,마리오 카사스, 나탈리아 드 몰리나,2D,디지털,청소년관람불가,1,,,1250.0,10360000.0,1250.0,10360000.0,1250.0,10360000.0,1250.0,10360000.0,1250.0,10360000.0,1250.0,10360000.0,1250.0,10360000.0,1250.0,10360000.0
아르고 원정대: 꼬마 영웅 패티의 대모험,20233597,2023-09-21,650089314,71345,3191,94.0,장편,프랑스,애니메이션,다비드 알로,,,2D,디지털 더빙,전체관람가,1,39256.0,352372028.0,44731.0,394990828.0,71345.0,650089314.0,71345.0,650089314.0,71345.0,650089314.0,71345.0,650089314.0,71345.0,650089314.0,71345.0,650089314.0,71345.0,650089314.0
아르코 라이브 뮤지컬 호프,20216555,2021-03-03,71524000,3577,60,112.0,장편,한국,공연,,,,2D,디지털,12세이상관람가,0,2757.0,55135500.0,3577.0,71524000.0,3577.0,71524000.0,3577.0,71524000.0,3577.0,71524000.0,3577.0,71524000.0,3577.0,71524000.0,3577.0,71524000.0,3577.0,71524000.0
아마겟돈 타임,20227461,2022-11-23,31761093,3865,347,114.0,장편,미국,드라마,제임스 그레이,앤 해서웨이, 안소니 홉킨스,2D,디지털,12세이상관람가,0,,,3865.0,31761093.0,3865.0,31761093.0,3865.0,31761093.0,3865.0,31761093.0,3865.0,31761093.0,3865.0,31761093.0,3865.0,31761093.0,3865.0,31761093.0
아마조니아,20152372,2015-08-05,151283200,21004,696,,,,,,,,,,,1,17319.0,125853000.0,19851.0,143440300.0,21004.0,151283200.0,21004.0,151283200.0,21004.0,151283200.0,21004.0,151283200.0,21004.0,151283200.0,21004.0,151283200.0,21004.0,151283200.0
아머드 사우루스: 기계공룡제국의 침략,20231106,2023-04-20,59170137,6333,236,85.0,장편,한국,애니메이션,강대일,이도엽, 서은하,2D,디지털,전체관람가,0,6333.0,59170137.0,6333.0,59170137.0,6333.0,59170137.0,6333.0,59170137.0,6333.0,59170137.0,6333.0,59170137.0,6333.0,59170137.0,6333.0,59170137.0,6333.0,59170137.0
아메리칸 메이드,20177541,2017-09-14,3138567145,396141,7067,,,,,,,,,,,0,266362.0,2156543072.0,335467.0,2659842372.0,396141.0,3138567145.0,396141.0,3138567145.0,396141.0,3138567145.0,396141.0,3138567145.0,396141.0,3138567145.0,396141.0,3138567145.0,396141.0,3138567145.0
아메리칸 스나이퍼,20143754,2015-01-14,2703761938,332874,3456,,,,,,,,,,,0,158459.0,1290340194.0,203398.0,1638190994.0,269728.0,2178837238.0,306483.0,2484769738.0,332874.0,2703761938.0,332874.0,2703761938.0,332874.0,2703761938.0,332874.0,2703761938.0,332874.0,2703761938.0
아메리칸 울트라,20152866,2015-08-27,1267141295,157193,2300,,,,,,,,,,,0,123541.0,1010683095.0,157193.0,1267141295.0,157193.0,1267141295.0,157193.0,1267141295.0,157193.0,1267141295.0,157193.0,1267141295.0,157193.0,1267141295.0,157193.0,1267141295.0,157193.0,1267141295.0
아메리칸 잡,20205146,2020-09-03,5525320,2023,150,91.0,장편,미국,범죄,마크 스티븐 존슨,트래비스 핌멜, 포레스트 휘테커,2D,디지털,15세이상관람가,0,1292.0,3963820.0,2023.0,5525320.0,2023.0,5525320.0,2023.0,5525320.0,2023.0,5525320.0,2023.0,5525320.0,2023.0,5525320.0,2023.0,5525320.0,2023.0,5525320.0
아멜리에,20010264,2001-10-19,86257330,9574,329,121.0,장편,프랑스,코미디,장 피에르 주네,오드리 토투, 마티유 카소비츠,"필름, 2D","필름, 디지털","18세관람가, 15세이상관람가",1,,,,,,,,,,,,,,,,,,
아무도 없는 곳,20190683,2021-03-31,132584520,15636,2259,82.0,장편,한국,드라마,김종관,연우진, 김상호,2D,디지털,15세이상관람가,1,13871.0,117055880.0,15636.0,132584520.0,15636.0,132584520.0,15636.0,132584520.0,15636.0,132584520.0,15636.0,132584520.0,15636.0,132584520.0,15636.0,132584520.0,15636.0,132584520.0
아무도 없다,20203237,2020-09-09,36601950,4156,409,97.0,장편,미국,스릴러,존 하이암스,줄스 윌콕스, 마크 멘차카,2D,디지털,15세이상관람가,1,,,4156.0,36601950.0,4156.0,36601950.0,4156.0,36601950.0,4156.0,36601950.0,4156.0,36601950.0,4156.0,36601950.0,4156.0,36601950.0,4156.0,36601950.0
"아무튼, 아담",20200361,2020-07-02,50583500,7007,600,100.0,장편,미국,드라마,,아론 폴, 레나 올린,2D,디지털,15세이상관람가,1,5415.0,40057000.0,7007.0,50583500.0,7007.0,50583500.0,7007.0,50583500.0,7007.0,50583500.0,7007.0,50583500.0,7007.0,50583500.0,7007.0,50583500.0,7007.0,50583500.0
아바타,20090834,2009-12-17,125171155500,13326826,348,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
아바타 리마스터링,20226957,2022-09-21,3895090540,230712,3015,165.0,장편,미국,SF,제임스 카메론,샘 워싱턴, 조 샐다나,"3D, 3D, 4D, IMAX, IMAX, DOLBYCINEMA","3D HFR, 3D 디지털, 4D, IMAX HFR 3D, IMAX 3D, DOLBYCINEMA 3D","12세이상관람가, 12세이상관람가, 12세이상관람가, 12세이상관람가, 12세이상관람가",0,112990.0,1834354940.0,132534.0,2139268500.0,230712.0,3895090540.0,230712.0,3895090540.0,230712.0,3895090540.0,230712.0,3895090540.0,230712.0,3895090540.0,230712.0,3895090540.0,230712.0,3895090540.0
아바타: 물의 길,20225061,2022-12-14,137326571043,10779107,92701,192.0,장편,미국,액션,제임스 카메론,조 샐다나, 샘 워싱턴,"2D, 3D, 3D, 4D, IMAX, IMAX, ScreenX, DOLBYCINEMA","디지털, 3D HFR, 3D 디지털, 4D, IMAX 3D, IMAX HFR 3D, ScreenX, DOLBYCINEMA 3D","12세이상관람가, 12세이상관람가",0,2680919.0,32487799214.0,3201537.0,38795613354.0,6016400.0,74089752928.0,8001893.0,99188325939.0,8910497.0,111436538937.0,9510262.0,119725895163.0,10100778.0,127966665496.0,10405255.0,132263640110.0,10581499.0,134818950547.0
아버지의 마음,20231935,2023-07-20,28152000,3063,10,99.0,장편,한국,다큐멘터리,김상철,신애라,,2D,디지털,전체관람가,0,,,3063.0,28152000.0,3063.0,28152000.0,3063.0,28152000.0,3063.0,28152000.0,3063.0,28152000.0,3063.0,28152000.0,3063.0,28152000.0,3063.0,28152000.0
아빠는 딸,20151227,2017-04-12,5026820895,643185,9311,,,,,,,,,,,0,278414.0,2223070358.0,333030.0,2622966358.0,579369.0,4562426958.0,643185.0,5026820895.0,643185.0,5026820895.0,643185.0,5026820895.0,643185.0,5026820895.0,643185.0,5026820895.0,643185.0,5026820895.0
아수라,20153443,2016-09-28,20523436162,2586217,16303,,,,,,,,,,,0,1802691.0,14077307062.0,2156628.0,17046466062.0,2521485.0,20036449162.0,2586217.0,20523436162.0,2586217.0,20523436162.0,2586217.0,20523436162.0,2586217.0,20523436162.0,2586217.0,20523436162.0,2586217.0,20523436162.0
아스테릭스: 마법 물약의 비밀,20190163,2019-12-12,68024680,10707,25,,,,,,,,,,,0,,,,,10707.0,68024680.0,10707.0,68024680.0,10707.0,68024680.0,10707.0,68024680.0,10707.0,68024680.0,10707.0,68024680.0,10707.0,68024680.0
아야와 마녀,20217692,2021-06-10,228901620,28000,1900,82.0,장편,일본,애니메이션,미야자키 고로,,,"2D, 2D","디지털, 디지털 더빙",전체관람가,0,19838.0,170931820.0,23535.0,195624820.0,28000.0,228901620.0,28000.0,228901620.0,28000.0,228901620.0,28000.0,228901620.0,28000.0,228901620.0,28000.0,228901620.0,28000.0,228901620.0
아우토반,20168742,2017-03-22,169947000,21510,718,,,,,,,,,,,1,,,21510.0,169947000.0,21510.0,169947000.0,21510.0,169947000.0,21510.0,169947000.0,21510.0,169947000.0,21510.0,169947000.0,21510.0,169947000.0,21510.0,169947000.0
아웃포스트,20202341,2020-09-23,318034550,37760,2616,123.0,장편,미국,전쟁,로드 루리,스콧 이스트우드, 케일럽 랜드리 존스,2D,디지털,15세이상관람가,0,33070.0,280854970.0,37760.0,318034550.0,37760.0,318034550.0,37760.0,318034550.0,37760.0,318034550.0,37760.0,318034550.0,37760.0,318034550.0,37760.0,318034550.0,37760.0,318034550.0
