movieNm,movieCd,openDt,salesAcc,audiAcc,scrnCnt,showTm,typeNm,nationNm,genreNm,director,actor1,actor2,showTypeGroupNm,showTypeNm,audits,commercial,first_until_weekday_audiAcc,first_until_weekday_salesAcc,1_weeks_audiAcc,1_weeks_salesAcc,2_weeks_audiAcc,2_weeks_salesAcc,3_weeks_audiAcc,3_weeks_salesAcc,4_weeks_audiAcc,4_weeks_salesAcc,5_weeks_audiAcc,5_weeks_salesAcc,6_weeks_audiAcc,6_weeks_salesAcc,7_weeks_audiAcc,7_weeks_salesAcc,8_weeks_audiAcc,8_weeks_salesAcc
33,20162245,2016-04-07,305160900,39578,1883,,,,,,,,,,,0,34258.0,266741200.0,39578.0,305160900.0,39578.0,305160900.0,39578.0,305160900.0,39578.0,305160900.0,39578.0,305160900.0,39578.0,305160900.0,39578.0,305160900.0,39578.0,305160900.0
355,20212836,2022-02-09,406510590,46795,3440,122.0,장편,미국,액션,사이먼 킨버그,제시카 차스테인, 다이앤 크루거,2D,디지털,15세이상관람가,0,30563.0,282405060.0,36226.0,331480160.0,36226.0,331480160.0,36226.0,331480160.0,36226.0,331480160.0,36226.0,331480160.0,44195.0,393506590.0,44195.0,393506590.0,46795.0,406510590.0
3일의 휴가,20190324,2023-12-06,4688224385,496721,12474,105.0,장편,한국,판타지,육상효,김해숙, 신민아,"2D, 2D","디지털, 디지털 수화",12세이상관람가,0,216568.0,2056196817.0,268195.0,2522459223.0,465240.0,4382000711.0,496721.0,4688224385.0,496721.0,4688224385.0,496721.0,4688224385.0,496721.0,4688224385.0,496721.0,4688224385.0,496721.0,4688224385.0
45년 후,20158888,2016-05-05,135522100,17184,120,,,,,,,,,,,1,,,12876.0,101433000.0,17184.0,135522100.0,17184.0,135522100.0,17184.0,135522100.0,17184.0,135522100.0,17184.0,135522100.0,17184.0,135522100.0,17184.0,135522100.0
47 미터,20177181,2017-07-19,4671184757,588045,6872,,,,,,,,,,,0,439979.0,3556882957.0,523344.0,4189210357.0,588045.0,4671184757.0,588045.0,4671184757.0,588045.0,4671184757.0,588045.0,4671184757.0,588045.0,4671184757.0,588045.0,4671184757.0,588045.0,4671184757.0
47미터 2,20193665,2019-08-28,3843111153,501065,7858,,,,,,,,,,,0,311240.0,2515525810.0,352022.0,2845745600.0,455697.0,3723234773.0,455697.0,3723234773.0,455697.0,3723234773.0,455697.0,3723234773.0,492132.0,3833030653.0,501065.0,3843111153.0,501065.0,3843111153.0
4등,20145182,2016-04-13,146941500,18049,372,,,,,,,,,,,1,,,18049.0,146941500.0,18049.0,146941500.0,18049.0,146941500.0,18049.0,146941500.0,18049.0,146941500.0,18049.0,146941500.0,18049.0,146941500.0,18049.0,146941500.0
5.18 힌츠페터 스토리,20183381,2018-05-17,46937800,7100,125,,,,,,,,,,,1,,,7100.0,46937800.0,7100.0,46937800.0,7100.0,46937800.0,7100.0,46937800.0,7100.0,46937800.0,7100.0,46937800.0,7100.0,46937800.0,7100.0,46937800.0
500일의 썸머,20090683,2010-01-21,2345098030,295712,2461,95.0,장편,미국,드라마,마크 웹,조셉 고든 레빗, 주이 디샤넬,"필름, 2D","필름, 디지털","15세이상관람가, 15세이상관람가",1,,,,,,,,,,,,,,,,,,
50가지 그림자: 심연,20161141,2017-02-09,1513938000,180531,2938,,,,,,,,,,,0,109366.0,938572000.0,152504.0,1275721200.0,180531.0,1513938000.0,180531.0,1513938000.0,180531.0,1513938000.0,180531.0,1513938000.0,180531.0,1513938000.0,180531.0,1513938000.0,180531.0,1513938000.0
50가지 그림자: 해방,20180542,2018-02-21,1673789400,194900,2065,,,,,,,,,,,0,116592.0,1026138300.0,143408.0,1240860000.0,194900.0,1673789400.0,194900.0,1673789400.0,194900.0,1673789400.0,194900.0,1673789400.0,194900.0,1673789400.0,194900.0,1673789400.0,194900.0,1673789400.0
65,20231004,2023-04-20,41605477,4273,887,92.0,장편,미국,액션,스콧 벡,아담 드라이버, 아리나 그린블랫,"2D, 4D, DOLBYCINEMA","디지털, 4D, DOLBYCINEMA",12세이상관람가,0,,,4273.0,41605477.0,4273.0,41605477.0,4273.0,41605477.0,4273.0,41605477.0,4273.0,41605477.0,4273.0,41605477.0,4273.0,41605477.0,4273.0,41605477.0
7년-그들이 없는 언론,20163014,2017-01-12,19488000,2473,10,,,,,,,,,,,1,,,2473.0,19488000.0,2473.0,19488000.0,2473.0,19488000.0,2473.0,19488000.0,2473.0,19488000.0,2473.0,19488000.0,2473.0,19488000.0,2473.0,19488000.0
7년의 밤,20154908,2018-03-28,3930732524,521564,8358,,,,,,,,,,,0,418122.0,3148665724.0,465051.0,3497591724.0,519108.0,3911877224.0,521564.0,3930732524.0,521564.0,3930732524.0,521564.0,3930732524.0,521564.0,3930732524.0,521564.0,3930732524.0,521564.0,3930732524.0
7번째 내가 죽던 날,20174803,2017-05-31,234669400,30971,1322,,,,,,,,,,,1,25947.0,198539500.0,30971.0,234669400.0,30971.0,234669400.0,30971.0,234669400.0,30971.0,234669400.0,30971.0,234669400.0,30971.0,234669400.0,30971.0,234669400.0,30971.0,234669400.0
7번째 아들,20142561,2015-02-11,689713851,87080,2332,,,,,,,,,,,0,74742.0,595831251.0,87080.0,689713851.0,87080.0,689713851.0,87080.0,689713851.0,87080.0,689713851.0,87080.0,689713851.0,87080.0,689713851.0,87080.0,689713851.0,87080.0,689713851.0
7호실,20168754,2017-11-15,2635939439,341626,5904,,,,,,,,,,,0,271107.0,2109714437.0,305695.0,2364085137.0,341626.0,2635939439.0,341626.0,2635939439.0,341626.0,2635939439.0,341626.0,2635939439.0,341626.0,2635939439.0,341626.0,2635939439.0,341626.0,2635939439.0
800,20202366,2020-12-10,140511500,16489,2173,148.0,장편,중국,전쟁,관후,강무,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가,0,8384.0,71640000.0,11052.0,95085000.0,15293.0,133503500.0,15293.0,133503500.0,15293.0,133503500.0,16489.0,140511500.0,16489.0,140511500.0,16489.0,140511500.0,16489.0,140511500.0
80일간의 세계일주,20234174,2023-09-27,166309850,18777,794,82.0,장편,프랑스,애니메이션,,,,2D,디지털 더빙,전체관람가,0,14801.0,130856850.0,18777.0,166309850.0,18777.0,166309850.0,18777.0,166309850.0,18777.0,166309850.0,18777.0,166309850.0,18777.0,166309850.0,18777.0,166309850.0,18777.0,166309850.0
82년생 김지영,20191029,2019-10-23,30244988930,3671152,34668,,,,,,,,,,,0,1119908.0,9701289220.0,1410897.0,12010386450.0,2675093.0,21941327870.0,3264663.0,26909009200.0,3536710.0,29156652310.0,3641846.0,30020333170.0,3671152.0,30244988930.0,3671152.0,30244988930.0,3671152.0,30244988930.0
BIAF2020 BIAF 클래식,20209385,,45000000,7500,10,,옴니버스,기타,애니메이션,,,,2D,디지털,,0,,,,,,,,,,,,,,,,,,
BIAF2021 부천국제애니메이션페스티벌 기획상영展,20211927,,3342000,557,3,,옴니버스,기타,애니메이션,,,,2D,디지털,,0,,,,,,,,,,,,,,,,,,
BIAF2021 한국 단편 경쟁 B,20210853,,24475000,4895,9,82.0,옴니버스,한국,애니메이션,,,,2D,디지털,,0,,,,,,,,,,,,,,,,,,
BIFAN2016 판타스틱 단편 걸작선 1,20166845,,257304000,42884,34,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
BIFAN2019 판타스틱 단편 걸작선 1,20192591,,150000000,25000,23,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
BIFAN2020 판타스틱 단편 걸작선 1,20201421,,120000000,20000,37,82.0,옴니버스,기타,기타,,,,2D,디지털,,0,,,,,,,,,,,,,,,,,,
BIFAN2021 판타스틱 단편 걸작선 1,20218827,,100000000,20000,37,97.0,옴니버스,기타,기타,,,,2D,디지털,,0,,,,,,,,,,,,,,,,,,
BIFAN2022 부천 초이스: 단편 1,20225994,,42030000,8406,6,,옴니버스,기타,기타,,,,2D,디지털,,0,,,,,,,,,,,,,,,,,,
BIFAN2022 부천 초이스: 단편 2,20225979,,23650000,4730,4,,옴니버스,기타,기타,,,,2D,디지털,,0,,,,,,,,,,,,,,,,,,
BIFAN2022 엑스라지 3,20225996,,10265000,2053,1,,옴니버스,기타,기타,,,,2D,디지털,,0,,,,,,,,,,,,,,,,,,
BIFAN2022 엑스라지 4,20225987,,11270000,2254,2,,옴니버스,기타,기타,,,,2D,디지털,,0,,,,,,,,,,,,,,,,,,
BiFan2015 판타스틱 단편 걸작선 3,20152337,,14448000,2408,15,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
B컷,20223722,2022-03-30,17091700,2396,82,92.0,장편,한국,범죄,김진영,김동완, 전세현,2D,디지털,청소년관람불가,0,,,2396.0,17091700.0,2396.0,17091700.0,2396.0,17091700.0,2396.0,17091700.0,2396.0,17091700.0,2396.0,17091700.0,2396.0,17091700.0,2396.0,17091700.0
DC 리그 오브 슈퍼-펫,20224965,2022-08-10,2232056701,237376,6886,105.0,장편,미국,애니메이션,자레드 스턴,드웨인 존슨, 케빈 하트,"2D, 2D","디지털, 디지털 더빙",전체관람가,0,124811.0,1172935301.0,171875.0,1629936896.0,224369.0,2112644141.0,237376.0,2232056701.0,237376.0,2232056701.0,237376.0,2232056701.0,237376.0,2232056701.0,237376.0,2232056701.0,237376.0,2232056701.0
DMZ 동물 특공대,20247038,2024-02-14,159532520,21568,413,74.0,장편,한국,애니메이션,홍인표,김새해, 조경이,2D,디지털,전체관람가,0,11902.0,85198020.0,11902.0,85198020.0,11902.0,85198020.0,21568.0,159532520.0,21568.0,159532520.0,21568.0,159532520.0,21568.0,159532520.0,21568.0,159532520.0,21568.0,159532520.0
EBS 댄스파티! ,20204665,,60636000,10326,104,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
F20,20210168,2021-10-06,156163000,22575,842,104.0,장편,한국,스릴러,홍은미,장영남, 김정영,2D,디지털,15세이상관람가,0,,,18452.0,129458500.0,22575.0,156163000.0,22575.0,156163000.0,22575.0,156163000.0,22575.0,156163000.0,22575.0,156163000.0,22575.0,156163000.0,22575.0,156163000.0
"FIWOM 2018 웃어봐+수잔과 남자+내일, 또 내일, 그리고 또 내일+여자1 여자2 여자3+루비 파샤의 전설",20180610,,10165200,1452,3,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
O.J. 심슨 사건 파일,20203561,2020-08-05,5106000,1014,50,85.0,장편,미국,스릴러,다니엘 패런즈,미나 수바리, 닉 스탈,2D,디지털,청소년관람불가,0,,,1014.0,5106000.0,1014.0,5106000.0,1014.0,5106000.0,1014.0,5106000.0,1014.0,5106000.0,1014.0,5106000.0,1014.0,5106000.0,1014.0,5106000.0
PMC: 더 벙커,20170658,2018-12-26,13976452874,1665200,13491,,,,,,,,,,,0,1013905.0,8365701917.0,1374890.0,11468190467.0,1643699.0,13782259694.0,1665200.0,13976452874.0,1665200.0,13976452874.0,1665200.0,13976452874.0,1665200.0,13976452874.0,1665200.0,13976452874.0,1665200.0,13976452874.0
TAR 타르,20230007,2023-02-22,67819686,6732,197,158.0,장편,미국,드라마,토드 필드,케이트 블란쳇, 노에미 멜랑,2D,디지털,15세이상관람가,0,,,6732.0,67819686.0,6732.0,67819686.0,6732.0,67819686.0,6732.0,67819686.0,6732.0,67819686.0,6732.0,67819686.0,6732.0,67819686.0,6732.0,67819686.0
n번째 이별 중,20206446,2020-04-01,182965300,20335,2074,104.0,장편,미국,멜로/로맨스,,에이사 버터필드, 소피 터너,2D,디지털,12세이상관람가,1,10303.0,93090500.0,12484.0,111434500.0,20335.0,182965300.0,20335.0,182965300.0,20335.0,182965300.0,20335.0,182965300.0,20335.0,182965300.0,20335.0,182965300.0,20335.0,182965300.0
가나의 혼인잔치: 언약,20209771,2020-11-26,54709730,6582,607,73.0,장편,미국,다큐멘터리,,장광,,2D,디지털,전체관람가,0,4718.0,38929850.0,6582.0,54709730.0,6582.0,54709730.0,6582.0,54709730.0,6582.0,54709730.0,6582.0,54709730.0,6582.0,54709730.0,6582.0,54709730.0,6582.0,54709730.0
가디언즈 오브 갤럭시,20149317,2014-07-31,11264413984,1329992,225,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
가디언즈 오브 갤럭시 VOL. 2,20163603,2017-05-03,23398497886,2728692,17896,,,,,,,,,,,0,1723838.0,14893889355.0,2009286.0,17310235655.0,2495390.0,21503970586.0,2690497.0,23090377086.0,2728692.0,23398497886.0,2728692.0,23398497886.0,2728692.0,23398497886.0,2728692.0,23398497886.0,2728692.0,23398497886.0
가디언즈 오브 갤럭시: Volume 3,20231496,2023-05-03,44314582255,4204834,49201,149.0,장편,미국,액션,제임스 건,크리스 프랫, 조 샐다나,"2D, 3D, 4D, IMAX, IMAX, ScreenX, DOLBYCINEMA, DOLBYCINEMA","디지털, 3D 디지털, 4D, IMAX, IMAX 3D, ScreenX, DOLBYCINEMA, DOLBYCINEMA 3D","12세이상관람가, 12세이상관람가",0,1630894.0,17437607892.0,1830021.0,19514221423.0,2865319.0,30593441848.0,3418710.0,36270085116.0,3915689.0,41396367456.0,4100656.0,43232120480.0,4167320.0,43924867524.0,4195163.0,44213285425.0,4204834.0,44314582255.0
가려진 시간,20154905,2016-11-16,3889901100,502419,8491,,,,,,,,,,,0,358451.0,2811267267.0,415520.0,3222446867.0,502419.0,3889901100.0,502419.0,3889901100.0,502419.0,3889901100.0,502419.0,3889901100.0,502419.0,3889901100.0,502419.0,3889901100.0,502419.0,3889901100.0
가문의 영광: 리턴즈,20233235,2023-09-21,1565149809,162547,6419,99.0,장편,한국,코미디,정용기,윤현민, 유라,2D,디지털,15세이상관람가,0,95269.0,911229823.0,120747.0,1138255551.0,162547.0,1565149809.0,162547.0,1565149809.0,162547.0,1565149809.0,162547.0,1565149809.0,162547.0,1565149809.0,162547.0,1565149809.0,162547.0,1565149809.0
가버나움,20184896,2019-01-24,811563896,96692,1361,,,,,,,,,,,1,,,35574.0,285454366.0,71098.0,600484826.0,96692.0,811563896.0,96692.0,811563896.0,96692.0,811563896.0,96692.0,811563896.0,96692.0,811563896.0,96692.0,811563896.0
가여운 것들,20236732,2024-03-06,1429727534,143186,7129,141.0,장편,미국,드라마,요르고스 란티모스,엠마 스톤, 마크 러팔로,2D,디지털,청소년관람불가,0,65421.0,652026459.0,79102.0,784293026.0,116081.0,1158840398.0,139406.0,1394795091.0,143186.0,1429727534.0,143186.0,1429727534.0,143186.0,1429727534.0,143186.0,1429727534.0,143186.0,1429727534.0
가을의 마티네,20202666,2020-12-31,23445100,3629,20,123.0,장편,일본,멜로/로맨스,니시타니 히로시,후쿠야마 마사하루, 이시다 유리코,2D,디지털,12세이상관람가,1,,,,,3629.0,23445100.0,3629.0,23445100.0,3629.0,23445100.0,3629.0,23445100.0,3629.0,23445100.0,3629.0,23445100.0,3629.0,23445100.0
가장 보통의 연애,20195920,2019-10-02,24859405410,2920307,27308,,,,,,,,,,,0,1064468.0,9126109880.0,1288953.0,10930695470.0,2171641.0,18488052720.0,2613495.0,22312165610.0,2830895.0,24196859930.0,2897140.0,24710376070.0,2920307.0,24859405410.0,2920307.0,24859405410.0,2920307.0,24859405410.0
가재가 노래하는 곳,20227751,2022-11-02,106519082,10639,235,125.0,장편,미국,드라마,올리비아 뉴먼,데이지 에드가 존스, 테일러 존 스미스,2D,디지털,15세이상관람가,0,,,10639.0,106519082.0,10639.0,106519082.0,10639.0,106519082.0,10639.0,106519082.0,10639.0,106519082.0,10639.0,106519082.0,10639.0,106519082.0,10639.0,106519082.0
간신,20142402,2015-05-21,8942378410,1109645,11697,,,,,,,,,,,0,485137.0,3980615210.0,694266.0,5606813510.0,948493.0,7643552410.0,1043580.0,8411123910.0,1101501.0,8878664310.0,1109645.0,8942378410.0,1109645.0,8942378410.0,1109645.0,8942378410.0,1109645.0,8942378410.0
간이역,20208616,2021-02-18,22492340,2554,5,101.0,장편,한국,드라마,김정민,김재경, 김동준,2D,디지털,12세이상관람가,0,,,,,,,,,,,,,,,2554.0,22492340.0,2554.0,22492340.0
감동주의보,20211872,2022-06-22,6858000,762,3,97.0,장편,한국,멜로/로맨스,김우석,홍수아, 최웅,2D,디지털,전체관람가,1,,,762.0,6858000.0,762.0,6858000.0,762.0,6858000.0,762.0,6858000.0,762.0,6858000.0,762.0,6858000.0,762.0,6858000.0,762.0,6858000.0
감바의 대모험,20162504,2016-11-10,819911000,108656,2287,,,,,,,,,,,1,56949.0,437230100.0,60997.0,465487700.0,91968.0,698976000.0,108656.0,819911000.0,108656.0,819911000.0,108656.0,819911000.0,108656.0,819911000.0,108656.0,819911000.0,108656.0,819911000.0
감쪽같은 그녀,20188462,2019-12-04,3587790830,468214,9384,,,,,,,,,,,0,263966.0,2047459350.0,320000.0,2465834870.0,457174.0,3513853930.0,468214.0,3587790830.0,468214.0,3587790830.0,468214.0,3587790830.0,468214.0,3587790830.0,468214.0,3587790830.0,468214.0,3587790830.0
갓 오브 이집트,20159162,2016-03-03,7584296924,915170,9346,,,,,,,,,,,0,502287.0,4261839286.0,610123.0,5110378986.0,823410.0,6848851724.0,915170.0,7584296924.0,915170.0,7584296924.0,915170.0,7584296924.0,915170.0,7584296924.0,915170.0,7584296924.0,915170.0,7584296924.0
강남 1970,20136888,2015-01-21,17570931899,2172480,14009,,,,,,,,,,,0,1003805.0,8261089293.0,1192642.0,9721245693.0,1865834.0,15084033160.0,2122610.0,17172146799.0,2172480.0,17570931899.0,2172480.0,17570931899.0,2172480.0,17570931899.0,2172480.0,17570931899.0,2172480.0,17570931899.0
강릉,20203286,2021-11-10,3152097470,304200,9481,119.0,장편,한국,범죄,윤영빈,유오성, 장혁,"2D, 2D","디지털, 디지털 가치봄",청소년관람불가,0,185426.0,1941097250.0,220299.0,2289786380.0,294868.0,3061262580.0,304200.0,3152097470.0,304200.0,3152097470.0,304200.0,3152097470.0,304200.0,3152097470.0,304200.0,3152097470.0,304200.0,3152097470.0
강변의 무코리타,20210868,2023-08-23,83463432,9396,383,120.0,장편,일본,드라마,오기가미 나오코,마츠야마 켄이치, 무로 츠요시,2D,디지털,12세이상관람가,1,,,9396.0,83463432.0,9396.0,83463432.0,9396.0,83463432.0,9396.0,83463432.0,9396.0,83463432.0,9396.0,83463432.0,9396.0,83463432.0,9396.0,83463432.0
강철비,20170402,2017-12-14,35439102866,4445387,23819,,,,,,,,,,,0,1645140.0,13334394016.0,2253052.0,17829970766.0,3665938.0,29181759422.0,4205309.0,33513333066.0,4399975.0,35074464766.0,4445387.0,35439102866.0,4445387.0,35439102866.0,4445387.0,35439102866.0,4445387.0,35439102866.0
강철비2 : 정상회담 확장판,20208045,2020-09-30,80389500,16693,239,142.0,장편,한국,드라마,양우석,정우성, 곽도원,2D,디지털,15세이상관람가,0,16693.0,80389500.0,16693.0,80389500.0,16693.0,80389500.0,16693.0,80389500.0,16693.0,80389500.0,16693.0,80389500.0,16693.0,80389500.0,16693.0,80389500.0,16693.0,80389500.0
강철비2: 정상회담,20196271,2020-07-29,14655366110,1790797,29750,131.0,장편,한국,드라마,양우석,정우성, 유연석,"2D, 4D","디지털, 4D",15세이상관람가,0,1019937.0,8390205560.0,1240292.0,10189697980.0,1601369.0,13180731380.0,1752187.0,14385020120.0,1777059.0,14599426630.0,1780824.0,14630727610.0,1781756.0,14636128110.0,1781756.0,14636128110.0,1781756.0,14636128110.0
개구리왕국,20156360,2015-11-12,297461000,42548,732,,,,,,,,,,,0,24821.0,176544400.0,24821.0,176544400.0,42548.0,297461000.0,42548.0,297461000.0,42548.0,297461000.0,42548.0,297461000.0,42548.0,297461000.0,42548.0,297461000.0,42548.0,297461000.0
개구리왕국 2,20170382,2017-03-23,72761500,10176,171,,,,,,,,,,,1,10176.0,72761500.0,10176.0,72761500.0,10176.0,72761500.0,10176.0,72761500.0,10176.0,72761500.0,10176.0,72761500.0,10176.0,72761500.0,10176.0,72761500.0,10176.0,72761500.0
개들의 섬,20182001,2018-06-21,157819300,18118,213,,,,,,,,,,,0,,,18118.0,157819300.0,18118.0,157819300.0,18118.0,157819300.0,18118.0,157819300.0,18118.0,157819300.0,18118.0,157819300.0,18118.0,157819300.0,18118.0,157819300.0
개를 훔치는 완벽한 방법,20130574,2014-12-31,1362168965,179136,1168,,,,,,,,,,,1,155810.0,1192351965.0,179136.0,1362168965.0,179136.0,1362168965.0,179136.0,1362168965.0,179136.0,1362168965.0,179136.0,1362168965.0,179136.0,1362168965.0,179136.0,1362168965.0,179136.0,1362168965.0
갤럭시 히어로즈: 라쳇 앤 클랭크,20163043,2016-08-17,189881500,26193,930,,,,,,,,,,,1,,,26193.0,189881500.0,26193.0,189881500.0,26193.0,189881500.0,26193.0,189881500.0,26193.0,189881500.0,26193.0,189881500.0,26193.0,189881500.0,26193.0,189881500.0
갤로우즈,20152869,2015-09-03,612927706,79294,1881,,,,,,,,,,,0,66033.0,512797906.0,79294.0,612927706.0,79294.0,612927706.0,79294.0,612927706.0,79294.0,612927706.0,79294.0,612927706.0,79294.0,612927706.0,79294.0,612927706.0,79294.0,612927706.0
거미줄에 걸린 소녀,20183007,2018-11-28,242546950,30812,1999,,,,,,,,,,,0,25172.0,200609650.0,30812.0,242546950.0,30812.0,242546950.0,30812.0,242546950.0,30812.0,242546950.0,30812.0,242546950.0,30812.0,242546950.0,30812.0,242546950.0,30812.0,242546950.0
거미집,20223896,2023-09-27,2980906162,311013,10070,132.0,장편,한국,코미디,김지운,송강호, 임수정,"2D, 2D","디지털, 디지털 영문자막",15세이상관람가,0,224678.0,2151998588.0,265637.0,2559527003.0,300738.0,2896621359.0,311013.0,2980906162.0,311013.0,2980906162.0,311013.0,2980906162.0,311013.0,2980906162.0,311013.0,2980906162.0,311013.0,2980906162.0
거울 속 외딴 성,20231009,2023-04-12,339148093,34310,2274,116.0,장편,일본,애니메이션,하라 케이이치,아시다 마나, 키타무라 타쿠미,2D,디지털,12세이상관람가,1,23904.0,239966046.0,27730.0,277096588.0,34310.0,339148093.0,34310.0,339148093.0,34310.0,339148093.0,34310.0,339148093.0,34310.0,339148093.0,34310.0,339148093.0,34310.0,339148093.0
거울나라의 앨리스,20162968,2016-09-07,4124464467,509990,7537,,,,,,,,,,,0,192844.0,1581111867.0,238491.0,1921212367.0,461244.0,3741687667.0,509990.0,4124464467.0,509990.0,4124464467.0,509990.0,4124464467.0,509990.0,4124464467.0,509990.0,4124464467.0,509990.0,4124464467.0
건국전쟁,20247074,2024-02-01,10874040824,1169975,22217,100.0,장편,한국,다큐멘터리,김덕영,,,2D,디지털,12세이상관람가,0,35651.0,362466234.0,76352.0,745664412.0,434290.0,4181567695.0,826788.0,7778333351.0,1018557.0,9514497308.0,1114186.0,10374574987.0,1148163.0,10680372402.0,1162245.0,10806416828.0,1169975.0,10874040824.0
건즈 아킴보,20206021,2020-04-15,225719000,25698,1401,97.0,장편,영국,액션,제이슨 레이 하우덴,다니엘 래드클리프, 사마라 위빙,2D,디지털,청소년관람불가,1,19368.0,172254000.0,21899.0,192883000.0,25698.0,225719000.0,25698.0,225719000.0,25698.0,225719000.0,25698.0,225719000.0,25698.0,225719000.0,25698.0,225719000.0,25698.0,225719000.0
건파우더 밀크셰이크,20219185,2021-09-08,296690130,33773,3196,114.0,장편,프랑스,액션,나봇 파푸샤도,카렌 길런, 레나 헤디,2D,디지털,청소년관람불가,0,30196.0,264218830.0,33773.0,296690130.0,33773.0,296690130.0,33773.0,296690130.0,33773.0,296690130.0,33773.0,296690130.0,33773.0,296690130.0,33773.0,296690130.0,33773.0,296690130.0
걷기왕,20151022,2016-10-20,638923075,84057,3549,,,,,,,,,,,0,62206.0,486939375.0,74530.0,571347875.0,84057.0,638923075.0,84057.0,638923075.0,84057.0,638923075.0,84057.0,638923075.0,84057.0,638923075.0,84057.0,638923075.0,84057.0,638923075.0
걸,20182674,2021-01-07,34984870,3819,1229,105.0,장편,독일,드라마,루카스 돈트,,,2D,디지털,15세이상관람가,1,3045.0,28537710.0,3819.0,34984870.0,3819.0,34984870.0,3819.0,34984870.0,3819.0,34984870.0,3819.0,34984870.0,3819.0,34984870.0,3819.0,34984870.0,3819.0,34984870.0
걸 온 더 트레인,20170761,2017-03-09,210920500,27110,1804,,,,,,,,,,,0,,,27110.0,210920500.0,27110.0,210920500.0,27110.0,210920500.0,27110.0,210920500.0,27110.0,210920500.0,27110.0,210920500.0,27110.0,210920500.0,27110.0,210920500.0
