Type,Title,Overview,Release Date,Popularity,Vote Average,Vote Count,Original Title,Original Language,Genres,Comedy,Action & Adventure,Animation,,Crime,TV Movie,Drama,Documentary,Horror,Music,War,Sci-Fi & Fantasy,Kids,Family,Adventure,History,Action,Thriller,Reality,Mystery,Romance,Fantasy,War & Politics,Soap,Science Fiction,Talk,Western,News
movie,Dead Men Don't Make Shadows,"Lazar, a bounty killer, teams up with a young gunfighter to blackmail Barrett, a former bandit and mine owner. At the end of the day, the bounty hunter clashes with Barrett, but something goes wrong.",1970-11-27,5.067,4.2,7.0,Inginocchiati straniero... I cadaveri non fanno ombra!,it,Western,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
movie,The Mennonite of the Living Dead,"Six thirty-somethings try to spice up their stale marriages with a sexy weekend at a secluded cabin. An Amish farmer's corpse is resurrected when a Satanic sex act goes awry, and his murderous rampage stops the orgy dead in its tracks.",2019-10-31,1.224,0.0,0.0,The Mennonite of the Living Dead,en,Horror,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
movie,"Me, Myself and My Dead Wife","Bernardo is a renowned architect and professor at the University  of Buenos Aires. He just buried his wife, refusing to fulfill her desire to be cremated and her ashes scattered into “Costa del Sol”. Only when his wife’s grave  is desecrated, he decides to take the trip to Spain. With Abel, owner of a  bankrupt real estate business, and Amalia, a beautiful public relations  employee, Bernardo will be involved in absurd situations to get rid of the  ashes of his wife. Bernardo will discover that he didn’t know his wife as  much as he imagined.",2019-03-21,1.157,4.6,15.0,"Yo, mi mujer y mi mujer muerta",es,"Comedy, Drama",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Designated Survivor,"Tom Kirkman, a low-level cabinet member is suddenly appointed President of the United States after a catastrophic attack during the State of the Union kills everyone above him in the Presidential line of succession.",,823.65,7.147,878.0,,en,"Drama, War & Politics",,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
tv,Designated Survivor: 60 Days,"An explosion at the National Assembly kills everyone in the cabinet, leaving Park Mu-jin, the Minister of Environment, to become the next president. Park Mu-jin is a scientist-turned-politician who has no ambitions in politics, but as the acting president for 60 days, he is compelled to investigate the truth behind the attack. Based on the popular American series, Designated Survivor.",,59.214,7.7,31.0,,ko,"Drama, Crime, Mystery, War & Politics",,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,
tv,Good Girls,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",,166.597,7.9,550.0,,en,"Comedy, Drama, Crime",1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,The Good Girls Club,"The Good Girls Club is a drama series that follows the capital's night, where sensuality and sex mix with politics, security, business and glamour, and which will accompany the story of 3 characters: the security guard, the owner and the new girl.",,83.247,4.0,3.0,,pt,"Action & Adventure, Drama",,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Good Girls' Guide to Kinky Sex,"Three self-confessed good girls and their partners look for creative ways to improve their sex lives. Over the course of six weeks, each couple will attempt 18 kinky sex challenges they have never tried before, from food play and dressing up to vibrators and handcuffs, to see if they will be inspired.",,20.847,10.0,1.0,,en,Reality,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
tv,Good Girls Revolt,A look at the personal and professional lives of employees at an American news magazine in the late 1960s.,,84.957,7.0,39.0,,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,The Good Girls,Sofía a well-to-do socialite and her husband must wrestle with the impact of Mexico's 1982 economic crisis.,2019-03-22,8.097,6.39,68.0,Las niñas bien,es,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,The Good Girls,Four Parisian women navigate the world of romance and daily life looking to fulfill their dreams.,1960-04-22,8.938,6.306,62.0,Les bonnes femmes,fr,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Good Girls Don't,Good Girls Don't is a sitcom created by Claudia Lonow and produced by Carsey-Werner-Mandabach which stars Bree Turner. It was cancelled eight episodes after it premiered in 2004.,,27.249,0.0,0.0,,en,Comedy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tv,Good Luck Girl!,Ichiko unwittingly absorbs happiness energy from everyone around her. It’s up to the poverty god Momiji to end Ichiko’s positivity consumption and restore the world’s balance.,,38.484,6.804,23.0,,ja,"Animation, Comedy",1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
tv,Good Girl,"Good Girl will feature some of the best female hip hop and R&B artists around the country, including underground rappers, current idols, and popular artists. These artists will be put on a team together and will complete quests in order to win a prize.",,37.396,7.0,1.0,,ko,Reality,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
tv,Bad Boy and Good Girl,"Shinagawa Daichi used to be a good student who has now become a delinquent, while class president Adachi Hana was a delinquent who is now trying to move on. Her secret is discovered by Shinagawa, but she involves herself trying to correct his ways. ",,33.954,6.8,6.0,,ja,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,A Good Girl's Guide to Murder,"Pip Fitz-Amobi, a brilliant woman, is unsure whether schoolgirl Andie Bell was killed by her lover Sal Singh five years ago. How far will they go to protect Pip from learning the truth if Sal Singh turns out not to be the murderer?",,32.272,0.0,0.0,,en,Mystery,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
movie,Very Good Girls,"Two New York City girls make a pact to lose their virginity during their first summer out of high school. When they both fall for the same street artist, the friends find their connection tested for the first time.",2013-01-22,19.121,5.827,414.0,Very Good Girls,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Good Girlfriend,"Sang Woo and his sibling Wan Jin come to his home with a drunk new employee In-hye after a company dinner. In Hye can't get up the next day. Sang Woo asks his younger brother Wan Jin for help and goes to work first. In Hye, who woke up late, heard about yesterday's situation from Wan-jin and went to take a shower to go to work, but she collapsed because she felt dizzy.",2018-07-09,7.67,7.0,1.0,착한여자친구,ko,Romance,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
movie,Good Girls,Two sisters navigating the no man's land between childhood and adulthood have to deal with the consequences of their actions after one of the horses of their farm loses one eye.,2016-11-25,1.224,8.0,1.0,Les bones nenes,ca,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Good Girls Go To Heaven,"They say good girls go to heaven, and bad girls go wherever they want. Boys have no better options. His wife left Pashka. And he began to suffer selflessly: drunkenness, scandals, fights with the culprit of the breakup, doctors, drunkenness again, pills and even a clinic of neuroses. But he was quickly discharged, they said that he was healthy, and that he needed to continue living alone, if possible. Pashka, however, was very bad at it, until one day he met a beautiful stranger at the pharmacy. Night, wine, her apartment. Will love save this time or can it let go like that?",2021-09-10,1.388,6.0,1.0,Хорошие девочки попадают в рай,ru,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Good Girl,"After ending a six year relationship, a well-behaved, Jewish, OBGYN decides to turn her brain off and her body on by exploring BDSM; instances of which are popping up in the most unusual places.",2023-02-18,5.208,10.0,1.0,Good Girl,en,"Comedy, Romance",1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
movie,Good Girl,"Boon-nyeo is a nice girl who works to pay off the debt her father left behind before he disappeared. The only light in her miserable life is Kang, the teacher at the house she keeps. Then one day, co-worker Myeong-joon confesses his love for her and goes after her body. However, she enjoys the intimacy of skin touching skin. She thinks about Myeong-joon's hands but she's not satisfied. In the end, she starts to seduce Man-gap, the richest man in the market, Cheon-soo, a man working for him and Kang who she has longed for so long...",2015-03-25,6.497,10.0,1.0,착한 여자,ko,"Drama, Romance",,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
movie,Good Girls Get High,"Two overachieving “good girls” decide to experience all they’ve missed out on in one crazy, unforgettable night prior to their high school graduation.",2018-09-22,6.126,5.2,17.0,Good Girls Get High,en,Comedy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
movie,The Good Time Girls,"The oil rigs provide rich pickings for those who work on them, but for wives isolated from husbands affluence is not enough.",1981-04-07,2.397,0.0,0.0,The Good Time Girls,en,"Drama, TV Movie",,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Girls from a Good Family,Three well-educated North African women cope with sexual stereotyping in modern Tunisia. Amina a married Muslim woman living in Tunis with her two daughters. Even though she is allowed certain freedoms as a Muslim woman this is curtailed when she meets her old friend from school Aida.,1997-01-02,2.092,5.0,3.0,بنت فاميليا,ar,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Better Than Us,"Moscow in a not so distant future where human beings share their daily lives with robots. Georgy, a forensic who has a robot assistant, suddenly finds himself caught up in the first murder committed by a new kind of experimental humanoid.",,51.428,7.4,356.0,,ru,"Sci-Fi & Fantasy, Drama",,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
tv,MINDHUNTER,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,,263.684,8.074,2305.0,,en,"Drama, Crime",,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Mindhunters,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.  Based very loosely on Agatha Christie's And Then There Were None.,2004-05-07,27.78,6.458,1123.0,Mindhunters,en,"Mystery, Thriller, Crime",,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
tv,The First Mindhunter,"This unique event series unboxes the lost life's work of the enigmatic Dr. Carlisle and his hundreds of hours of never-before-heard recorded interviews with the likes of Ted Bundy, Arthur Gary Bishop, Hi-Fi Killers and Manny Cortez. Each episode will zero in on the twisted thoughts of a killer and the chilling insights Dr. Carlisle pulled from their minds. Dr. Carlisle's inner circle will work with detectives, using his recordings and research to bring to light new clues in these notorious cases.",,0.6,0.0,0.0,,en,"Documentary, Crime",,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
tv,Orange Is the New Black,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",,1013.676,7.671,2356.0,,en,"Comedy, Drama",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Orange Is the New Black – Unraveled,"To promote the start of season five, Špela Čadež summarises the first four seasons of the legendary US comedy drama show for Netflix. From the streaming provider’s logo to the canteen food through to vomit – Čadež “unravels” her condensed version of the stories from the women’s prison in soft and scratchy wool, yellow as urine and red as blood.",2017-11-09,1.347,0.0,0.0,Orange Is the New Black – Unraveled,en,Animation,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
tv,Top Boy,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.",,88.426,7.4,96.0,,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Top Boy,"Two seasoned drug dealers return to the gritty street of London, but their pursuit of money and power is threatened by a young and ruthless hustler.",,90.528,7.9,100.0,,en,"Crime, Drama",,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Top Boy,"A thriving but underground drugs business is being run by Dushane (Ashley Walters) and his friend Sully (Kano) run a thriving underground drugs business to become the richest men on the block. They go into partnership with top don Bobby Raikes. Rivalry with Kamale (Tayo Jarrett) and his gang results in their loan from Raikes being stolen, and they swear revenge. Thirteen-year old Ra'Nell (Malcolm Kamulete) gradually gets lured into the gang and drug business as his mother Lisa (Sharon Duncan-Brewster) has a breakdown and is hospitalised--with devastating consequences.—Anonymous",,1.713,0.0,0.0,,en,"Crime, Drama",,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,The Boy and His Top,"Bok is a playful boy who enjoys counting things he sees around him, posting pieces of paper everywhere, and playing with his favorite toy top. One day, Bok accidentally forgets his toy top at his grandmother’s house. When he decides to come back and get it, Bok discovers something more precious than his beloved toy",2009-07-19,1.257,0.0,0.0,Si Bok at ang Trumpo,tl,"Comedy, Drama",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,"Tank Top Arms, Bikini Belly, Boy Shorts Bottom","Fitness trainer Minna Lessig shows you the very best timesaving workouts to tone your trouble spots. Minna helps you get a leaner, more sculpted body by leading you through effective shaping and toning workouts for arms, abs, and backside. Exercises will get your heart rate up so you can burn fat, tone and tighten in just minutes a day. Using these proven techniques and cutting-edge training principles, you can get those tank top arms, bikini belly, and boy shorts bottom you've always wanted!",,0.6,0.0,0.0,,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,Vagabond,"Stuntman Cha Dal-geon gets involved in a tragic airplane crash and ends up discovering a national corruption scandal in the process. Go Hae-ri, the oldest daughter of a deceased marine, decides to work for the National Intelligence Service as a secret ops agent in order to support her mom and younger siblings, although all she wanted to do is to become a civil servant.",,120.229,8.3,423.0,,ko,"Drama, Mystery, Action & Adventure",,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,
movie,Vagabond,"After being burned in romance just one time too many, Quentin has become a master at amiable, superficial relationships. In fact, most people can't help but like him, as he is clearly a sensitive and thoughtful fellow, in addition to being friendly. He frequently pulls up stakes and moves to a new town when things grow too intimate for his liking. Now he has fallen in love with a single mother who makes settling down look more attractive than wandering on. However, achieving the breakthrough to real intimacy will cost him a good deal of pain.",1992-11-04,4.931,0.0,0.0,Vagabond,fr,"Comedy, Drama",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Vagabond,Jewish action flick.,2006-12-12,4.729,0.0,0.0,Vagabond,en,Action,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
movie,Vagabond,A group of friends head take to their lake house for a weekend of rest and relaxation. They soon find out that their quite vacation turns to terror when a wandering hermit takes sight on his long lost love and he will stop at nothing to bring her into his arms.,2019-10-06,1.176,0.0,0.0,Vagabond,en,Horror,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
movie,Vagabond,"Lukas wanders through Vienna. In a random bar at night he meets other wanderers and strays. But what is colourful in the moonlight, in the morning never is.",2022-04-29,2.964,0.0,0.0,Vagabond,de,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Vagabond,A young girl in a new town leaves her house in the night after a fight with her mom and ends up lost and regretful.,,0.99,10.0,1.0,Vagabond,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Vagabond,"Karesz has been raised in an institution, his mother has a new family, and her husband does not tolerate that she meets her first-born son. Karesz tramps, joining up with his casual pals he washes the windscreens of cars, sells newspapers; sometimes they steal, or break into houses if hired.",2003-10-16,3.461,0.0,0.0,Vagabond,hu,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Vagabond,Ariel Pink drives a taxi cab around L.A. late at night,2015-01-20,0.84,0.0,0.0,Vagabond,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Vagabond,A hand drawn animation short about a man struggling to save his dog in a futuristic metropolis.,2015-02-25,0.6,5.5,2.0,Vagabond,en,"Science Fiction, Animation",,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
tv,Vagabond Vigilante,,,26.597,0.0,0.0,,cn,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Vagabond,"Mona Bergeron is dead, her frozen body found in a ditch in the French countryside. From this, the film flashes back to the weeks leading up to her death. Through these flashbacks, Mona gradually declines as she travels from place to place, taking odd jobs and staying with whomever will offer her a place to sleep. Mona is fiercely independent, craving freedom over comfort, but it is this desire to be free that will eventually lead to her demise.",1985-12-04,18.243,7.3,284.0,Sans toit ni loi,fr,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
person,The Vagabonds,,,3.165,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,The Young Vagabond,A martial artist must train incessantly to defeat the brutally powerful thief called Centipede.,1985-01-02,6.871,5.0,10.0,少年蘇乞兒,zh,"Action, Comedy",1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
movie,Hungarian Vagabond,"A Hungarian historical movie that tells the story of the Hungarian ancestors, the seven leaders, who are looking for their new homeland in the last years of the 9th century. Before they leave their original home in Asia, they have a farewell party. They wake up with a severe hangover after consuming large quantities of kumis. The seven leaders wake up to find that their people have disappeared.",2004-02-05,5.604,5.8,14.0,Magyar vándor,hu,"Adventure, Comedy",1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
person,vagabond Beaumont,,,1.47,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Vagabond Humor,"Benoît, a young provincial, arrives in the capital. He has left his family (mother, wife and child) in his native Charente. But for him, the difference in the standard of living is trying, and he loses his bearings among this crowd of anonymous people. A young woman, Myriam, crosses his path. But the encounter is short-lived, and Benoît returns home. A tragedy has occurred.",1972-07-05,3.112,2.0,2.0,L'Humeur vagabonde,fr,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Wandering Stars,"This film follows the making of Nekfeu's 3rd album, between Paris, Japan, Greece and the United States.",2019-06-06,8.056,7.5,223.0,Les Étoiles vagabondes,fr,"Documentary, Music",,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
movie,Rasmus and the Vagabond,9-year old orphan called Rasmus runs away from the orphanage. He meets a vagabond they call Paradise Oskar who likes to sing and play his accordion. Oskar makes the Rasmus world seem like a better place.,1981-12-12,4.713,6.3,27.0,Rasmus på luffen,sv,"Adventure, Drama, Family",,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
movie,"Claire Denis, The Vagabond","In an arrestingly filmed interview (with the questions omitted), Denis offers a spirited and insightful discussion of her films and career. She talks about her films, her career, the directors she admires - such as Renoir and Ozu - the writing of Frantz Fanon, and her convictions in regard to light, sound, montage, tracking shots, and the role of dialogue, which is subordinate to image in her films.",1996-01-01,1.4,0.0,0.0,"Claire Denis, la vagabonde",fr,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
person,Vagabonds Parallel Culture,,,0.6,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,Crash Landing on You,"A paragliding mishap drops a South Korean heiress in North Korea -- and into the life of an army officer, who decides he will help her hide.",,156.428,8.6,640.0,,ko,"Drama, Comedy",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Crash Landing On You: Live in Seoul,,2023-11-30,8.161,0.0,0.0,사랑의 불시착: 라이브 인 서울,ko,"Music, Drama, Romance",,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,
tv,The Crown,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",,507.966,8.23,1979.0,,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,The Crown of the Kings,"Piasts' reign is coming to end on Casimir the Great, who have no sons. Polish throne comes to Anjous. Thanks to the marriage of Saint Jadwiga of Poland with Lithuanian Grand Duke Jogaila, an alliance is made and a new dynasty - Jagiellons, who rule Poland for next two hundred years",,210.481,7.1,16.0,,pl,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,The Hollow Crown,A series of British television films featuring William Shakespeare's History Plays.,,246.708,7.368,57.0,,en,"Drama, History",,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
tv,The Jewel in the Crown,"A sweeping drama about the ruling and ruled classes of World War II India, the story begins with an unjust arrest for rape. The consequences of this arrest echo throughout the series with questions of identity and personal responsibility being explored against a background of war and personal intrigue.",,119.915,6.7,21.0,,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Inside the Crown: Secrets of the Royals,"Since her glittering coronation, Queen Elizabeth II has become one of the most powerful and respected leaders on Earth and has been on the British throne for 67 years. Historians, royal insiders and the wider family provide fresh insight into who the Queen and her family really are, and how they have navigated the sometimes-turbulent seven decades of her record-breaking reign.",,4.403,0.0,0.0,,en,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
tv,The Crowned Clown,"The story takes place at a time in Joseon history, when upheaval and power struggles surrounding the throne had reached extreme levels. In order to escape those who plan to assassinate him, the king puts a clown, who looks exactly like him, on the throne.",,57.516,7.0,31.0,,ko,"Drama, Action & Adventure",,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,The Crown,"Thru hiker and veteran Will “Akuna” Robinson completes the Triple Crown of Hiking: the Appalachian Trail, the Pacific Crest Trail, and the Continental Divide Trail. This film shares Robinson’s thoughts on this incredible achievement that made him the first African American male on record to complete the Triple Crown of Hiking.",2020-08-20,0.6,8.0,1.0,The Crown,en,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
tv,The Magic Crown,,,35.331,4.5,2.0,,es,Animation,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
tv,The Crown Princess,"The main heroine - a princess of a small country,  comes into danger after her coronation. To protect her they send her to Thailand, where the main hero - a navy man- becomes her bodyguard.",,39.017,8.7,5.0,,th,"Drama, Soap",,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
movie,The Thomas Crown Affair,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",1999-08-06,57.713,6.742,1111.0,The Thomas Crown Affair,en,"Drama, Crime, Romance",,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
person,Custodian of the Crown of Romania Margareta,,,1.528,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,The Crown and Us: The Story of The Royals in Australia,The story of Australia's nation-shaping and shifting relationship with the Royal Family during the reign of Queen Elizabeth II.,,13.173,0.0,0.0,,en,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
tv,Guilty Crown,"The story revolves around Shu Ouma, a high school boy who inadvertently obtains an ability called ""The Power of the Kings"" that enables him to draw out items called ""Voids"" from other people. He is then thrown into the conflict between a resistance group called Funeral Parlor which aims to restore Japan's independence from a quasi-governmental organization known as the GHQ. In the process, Shu has to deal with the burden his ability puts on his shoulders and the horrific mystery of his past.",,204.756,7.362,188.0,,ja,"Animation, Sci-Fi & Fantasy, Action & Adventure",,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
tv,The Devil's Crown,The Devil's Crown was a BBC limited series which dramatised the reigns of three medieval Kings of England: Henry II and his sons Richard the Lionheart and John.,,27.278,7.5,2.0,,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,The Thomas Crown Affair,"Young businessman Thomas Crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover because he’s in love.",1968-06-26,30.074,6.8,460.0,The Thomas Crown Affair,en,"Crime, Romance, Drama",,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
tv,Missing Crown Prince,A romantic comedy drama set in Joseon about a crown prince being bossed around by a woman who will become the princess.,,90.397,5.0,1.0,,ko,Comedy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
movie,Mythica: The Iron Crown,"When a team of unlikely heroes hijacks a steam-powered battle wagon, a daring young wizard (Marek) steals the final piece of the all-powerful Darkspore and embarks on a desperate quest to deliver the cursed artifact to the gods for safe keeping; but when they are caught in a death race between a ruthless team of elite mercenaries and a trinity of demons, Marek must learn to believe in herself before her friends are killed and the Darkspore is lost, to stop the evil necromancer (Szorlok) from uniting the Darkspore and flooding the living world with his legions of undead.",2016-05-14,14.0,6.0,68.0,Mythica: The Iron Crown,en,"Action, Adventure, Fantasy",,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,
tv,Royals: Keeping the Crown,"Nothing quite captures the world’s attention like the rise, the fall, and the rebranding of royalty. From Queen Victoria’s attempts to unite Europe, to the end of Russia’s Romanovs, right up to Princes William and Harry, this series explores the survival strategies of royals through the ages.",,11.612,5.0,1.0,,en,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
movie,The Crown Jewels,"Fragancia is arrested for the attempted murder of Richard Persson, the son of a powerful factory owner. During the interrogation her amazing and remarkable life story is revealed. We follow her through her impoverished childhood, her adolescence where she meets the great love of her life, ice hockey star Petterson-Jonsson and the lead up to the fatal night where the story begins.",2011-06-29,15.196,5.4,38.0,Kronjuvelerna,sv,"Drama, Romance",,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
movie,The Broken Crown,"In a Spain consumed by ambition and power, the future of an empire depends of the mind state of a single woman.",2016-02-19,9.59,6.6,47.0,La corona partida,es,"Drama, History",,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
tv,The Witcher,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",,688.35,8.089,5571.0,,en,"Sci-Fi & Fantasy, Drama, Action & Adventure",,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
tv,The Witcher: Blood Origin,"More than a thousand years before the world of The Witcher, seven outcasts in the elven world unite in a blood quest against an unstoppable power.",,213.514,6.749,631.0,,en,"Sci-Fi & Fantasy, Action & Adventure",,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
tv,The Witcher: A Look Inside the Episodes,"With series creator Lauren S. Hissrich as your guide, take an in-depth journey into the stories and themes powering the first season of The Witcher.",,40.719,6.2,24.0,,en,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
movie,The Witcher: Nightmare of the Wolf,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",2021-08-23,25.642,7.516,897.0,The Witcher: Nightmare of the Wolf,en,"Animation, Action, Fantasy",,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,
tv,The Witcher,"Wiedźmin is a 2002 fantasy television series. 13 episodes were made. The series received relatively poor reviews, particularly in the light of the failure of the preceding movie.

The story is based on the stories of The Witcher, by Polish author Andrzej Sapkowski.",,38.497,5.8,37.0,,pl,"Drama, Action & Adventure, Sci-Fi & Fantasy",,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
movie,Making The Witcher,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series. Go behind the monsters, the ballads and every bit of magic that went into bringing The Witcher's Continent to life.",2020-08-26,12.542,7.163,80.0,Making The Witcher,en,"Documentary, TV Movie",,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
movie,Making The Witcher: Blood Origin,"Venture behind the scenes with the stars and creators of ""The Witcher: Blood Origin"" in an illuminating look at the lore, music, world-building and more.",2022-12-25,4.013,4.8,4.0,Making The Witcher: Blood Origin,en,"Documentary, TV Movie",,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
movie,The Witcher: The Characters of the Continent,"With the cast and creator as your guides, explore the world of Elves, Dwarves, Mages and Witchers with behind-the-scenes footages, interviews and more.",2021-12-17,6.865,7.1,7.0,The Witcher: The Characters of the Continent,en,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
movie,The Witcher: Fireplace,"After keeping many a Witcher warm in the Great Hall at Kaer Morhen, these soothing flames offer a perfect backdrop for a cozy vibe. Fire magic, indeed.",2021-12-17,2.167,6.4,9.0,The Witcher: Fireplace,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
