Type,Title,Overview,Release Date,Popularity,Vote Average,Vote Count,Original Title,Original Language,Genres,Comedy,Action & Adventure,Animation,,Crime,TV Movie,Drama,Documentary,Horror,Music,War,Sci-Fi & Fantasy,Kids,Family,Adventure,History,Action,Thriller,Reality,Mystery,Romance,Fantasy,War & Politics,Soap,Science Fiction,Talk,Western,News
movie,Narcos Italia - Plata o Plomo,,2023-09-13,0.773,3.8,2.0,Narcos Italia - Plata o Plomo,it,"Drama, Action",,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
tv,Stacey Dooley: Costa del Narcos,"Southern Spain, famous for its beaches and sunshine, has become the main gateway for drugs into Europe. Violent turf wars between drug cartels have caused the government to issue a crackdown. For the last two years, the police have been fighting to take back control.

In this compelling film, Stacey gains unique access to the police, the dealers and the smugglers. She goes out on patrol with the air force team of the Guardia Civil and is invited along to witness a night-time raid in an attempt to arrest a cartel suspect they have been watching for two years.

To understand why this part of Spain sees so much cocaine, Stacey travels to the source – Apartado, Colombia. There she meets one of the biggest smugglers in the region. Faced with highly organised criminal gangs and the insatiable demand for drugs in Europe, Stacey debates whether this a war the police can ever win.",,4.432,0.0,0.0,,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Narcotics Division,Vice cop infiltrates a jazz club to bust a heroin ring.,1963-10-31,3.917,5.3,3.0,División narcóticos,en,"Crime, Thriller, Drama",,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
tv,Liverpool Narcos,"In the 1980s, Liverpool became the epicentre of a drugs boom that was to change Britain forever. With unprecedented access to some of the biggest players, this is the story of how drugs went mainstream and dealing became a multi-billion pound business",,4.578,7.0,1.0,,en,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
tv,Opérations Narcos,,,17.737,2.0,1.0,,fr,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
movie,Narcos Gay,Max and Rony have ambitions to become high-class drug traffickers but are drawn into a series of events filled with excess.,2002-01-01,2.294,2.0,1.0,Narcos Gay,es,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Ozark,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",,1260.042,8.21,2164.0,,en,"Crime, Drama",,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
person,Ozark Henry,,,1.96,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,A Farewell to Ozark,"Jason Bateman, Laura Linney and other cast members open up about the show's characters and creators, plus what they'll miss most.",2022-04-29,8.783,6.4,16.0,A Farewell to Ozark,en,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
person,Jan Ozarkowski,,,0.6,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
person,Jack Ozark,,,0.6,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Ghosts of the Ozarks,"In 1866, a young doctor is summoned by his uncle to a remote town in the Ozarks only to discover upon his arrival that the utopian paradise is not all that it seems to be.",2022-02-04,6.832,5.7,28.0,Ghosts of the Ozarks,en,"Western, Horror, Mystery",,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,
movie,Ozark Sharks,A picturesque family vacation to the Ozarks goes sideways when a group of bull sharks show up just in time for the big fireworks festival that the town holds every year.,2016-07-30,11.47,4.1,52.0,Ozark Sharks,en,"Action, Horror, Science Fiction, TV Movie",,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,
tv,Ozark Jubilee,"Ozark Jubilee is the first U.S. network television program to feature country music's top stars, and featured performers located in Springfield, Missouri which has long emulated Nashville, Tennessee as a center of American country music. The weekly live stage show premiered on ABC-TV on January 22, 1955, was renamed Country Music Jubilee on July 6, 1957, and was finally named Jubilee USA on August 2, 1958. Originating ""from the heart of the Ozarks,"" the Saturday night variety series helped popularize country music in America's cities and suburbs, drawing more than nine million viewers. The ABC Radio version was heard by millions more starting in August 1954.

A typical program included a mix of vocal and instrumental performances, comedy routines, square dancing and an occasional novelty act. The host was Red Foley, the nation's top country music personality. Big names such as Patsy Cline, Eddy Arnold, Johnny Cash and Faron Young were interspersed with a regular cast, including a group of young talent the Jubilee brought to national fame: 11-year-old Brenda Lee, Porter Wagoner, Wanda Jackson, Sonny James, Jean Shepard and The Browns. Other featured cast members were Webb Pierce, Bobby Lord, Leroy Van Dyke, Norma Jean and Carl Smith.",,1.0,3.0,1.0,,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,Ozark Lark,The feud between the Martins and the Coys has ended after all being wiped out except for one. Woody comes by and inadvertently starts it back up.,1960-10-05,2.86,7.0,3.0,Ozark Lark,en,Animation,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
movie,Ghosts of the Ozarks,Deep in the Ozark Mountains of Arkansas a young woman decides to call down evil.,2016-11-15,0.6,0.0,0.0,Ghosts of the Ozarks,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,The Bishop of the Ozarks,A mad doctor uses his powers of telepathy to control a beautiful young girl. The survival status of the film is presumed lost.,1923-02-04,0.6,0.0,0.0,The Bishop of the Ozarks,en,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Girl of the Ozarks,A sweet little country girl has issues with school. Her mother is ill. The school threatens to send her to an orphanage.,1936-06-12,1.932,6.0,1.0,Girl of the Ozarks,en,"Family, Drama",,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
movie,Joan of Ozark,"An uninhibited Arkansas farmgirl discovers a group of Nazis operating in the United States. Director Joseph Santley's broad WWII comedy stars Judy Canova, Joe E. Brown, Eddie Foy Jr., Anne Jeffreys and Jerome Cowan.",1942-07-15,2.743,0.0,0.0,Joan of Ozark,en,Comedy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tv,Clash of the Ozarks,"The war began over a hundred years ago at a town dance in Hardy, Arkansas, when a member of the Evans family started a fight with the Russells that allegedly resulted in three deaths. The bad blood between the Evanses and the Russells escalated steadily throughout the years, and today, tensions are running higher than ever, forcing all who live in Hardy to pick a side - with Crowbar Russell or Kerry Wayne Evans.",,0.636,0.0,0.0,,en,Reality,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
movie,An Ozark Romance,"Harold visits the Ozarks, where he has some funny experiences with a mountain girl and her eccentric family.",1918-07-06,2.967,0.0,0.0,An Ozark Romance,en,Comedy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
movie,Legends of the Ozarks,A look at a number of tales,2012-01-21,0.623,8.0,1.0,Legends of the Ozarks,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,The Haunted Hills: Ghost Stories of the Ozarks,Ghost stories of the Ozarks.,1994-01-01,0.6,0.0,0.0,The Haunted Hills: Ghost Stories of the Ozarks,en,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
movie,Adventures in the Ozarks and Ouachitas,"What the Ozarks and Ouachitas (two rugged highland areas separated by the Arkansas River Valley) lack in height, they more than make up for in the sheer variety of things to do there. Join Mr. Yogerst on an exploration of spots like the Ozark Folk Center State Park, Onondaga Cave State Park, and Lake Ouachita State Park.",2019-09-12,0.6,0.0,0.0,Adventures in the Ozarks and Ouachitas,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,The Kettles in the Ozarks,"Ma and the kids head out to help Pa's brother Sedgewick with the his farm in Mournful Hollow, Arkansas. Things get tighter when a couple of bootleggers rent Sedge's barn to manufacture moonshine. With Ma and the kids, the bootleggers get their pay.",1956-04-01,2.981,6.4,4.0,The Kettles in the Ozarks,en,Comedy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
movie,The Dillards: A Night in the Ozarks,A documentary about the bluegrass band The Dillards.,2006-11-14,0.6,0.0,0.0,The Dillards: A Night in the Ozarks,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,The Worst Witch,"Mayhem and mishaps follow young witch Mildred Hubble wherever she goes. She just can't help it! But with her friends' help, Mildred always manages to avoid disaster just in time.",,244.181,7.5,171.0,,en,"Kids, Mystery, Sci-Fi & Fantasy",,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,
tv,The Worst Witch,"Mildred Hubble is a young witch attending Cackles Academy. She's called the ""Worst Witch"" because she's always caught getting into trouble.",,135.71,6.4,15.0,,en,"Comedy, Drama, Family, Sci-Fi & Fantasy",1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
movie,The Worst Witch,"Mildred is one of the young girls at a prestigious witch academy. She can't seem to do anything right and is picked on by classmates and teachers. The headmistress of the school, Miss Cackle, has an evil twin sister who plans to destroy the school. Can Mildred foil the plan before the Grand Wizard comes to the Academy for a Halloween celebration you'll never forget?!!",1986-10-31,6.123,5.955,22.0,The Worst Witch,en,"TV Movie, Family, Comedy, Fantasy, Music",1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,
tv,The New Worst Witch,"The series followed Henrietta ""Hettie"" Hubble, (Mildred's younger cousin), through her years at Cackles Academy. Mildred is seen in the first episode accompanying her cousin to Cackles, before magically returning home. Hettie quickly becomes friends with Mona Hallow (Ethel's younger sister) and Crescentmoon ""Cressie"" Winterchild. The new enemy of Cackles is filled by Belladonna Bindweed and the sidekick is filled by Cynthia Horrocks. Miss Hardbroom and Miss Cackle return, and are joined by new members of staff Caspian Bloom, Miss Swoop and Miss Widget/Miss Nightingale.",,21.907,0.0,0.0,,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
movie,The Worst Witch,"Presented alongside a transcript of the improvised performance, with images from behind the scenes and its installation at Shoot The Lobster in 2018.",2018-11-17,0.6,0.0,0.0,The Worst Witch,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,The Worst Witch: Sorcery and Chips,,,0.6,0.0,0.0,,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,A Korean Odyssey,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,,82.789,8.238,252.0,,ko,"Comedy, Mystery, Sci-Fi & Fantasy, Drama",1.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,
tv,Dynasty,"The saga of a wealthy Denver family in the oil business: Blake Carrington, the patriarch; Krystle, his former secretary and wife; his children: Adam, lost in childhood after a kidnapping; Fallon, pampered and spoiled; Steven, openly gay; and Amanda, hidden from him by his ex-wife, the conniving Alexis. Most of the show features the conflict between 2 large corporations, Blake's Denver Carrington and Alexis' ColbyCo.",,2317.679,6.337,104.0,,en,"Soap, Drama",,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
tv,Dynasty,"Follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",,2269.729,8.1,844.0,,en,"Drama, Soap",,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
tv,Dynasty,Dynasty is a 1970 Australian TV series based on a novel by Tony Morphett.,,7.964,0.0,0.0,,en,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
tv,The Sleuth of Ming Dynasty,"Set during the 14th year of Chenghua Emperor's reign, Tang Fan, a sixth rank official and Sui Zhou, an embroidered uniform guard, join hands to crush a conspiracy to maintain peace and order for the people.",,45.259,8.0,4.0,,zh,"Drama, Mystery",,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,
tv,Qin Dynasty Epic,,,78.234,7.2,4.0,,zh,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Dynasty,The story of a pioneer family in the early 1800s that seeks its fortunes on the Ohio frontier.,1976-03-13,6.379,10.0,1.0,Dynasty,en,"Drama, TV Movie, Western",,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,
movie,Dynasty,"From the rulers of the kingdom — like Chris Davenport, Daron Rahlves and Ingrid Backstrom — to the heirs apparent — like Austin Ross and Chris Benchetler; from the wise sages like Mike Wiegele to the princess Lexi Roland, Dynasty is more than just a family album of skiers and snowboarding. It’s a story. The story stretches back to the ancient mountains of China, to the deep Canadian bush — from a parking lot big-air jump in Michigan to Norway’s Arctic Circle. It’s shouted from the top of Colorado’s Rockies and around the rocky rim of Lake Tahoe. This is a story that’s rewritten each winter, and one we’ll never tire of telling. How else would our love of snow get passed down from generation to generation?",2009-08-10,1.272,4.5,2.0,Dynasty,en,Documentary,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
tv,Jade Dynasty,"Zhang Xiaofan, who turned into an orphan overnight, becomes a disciple of the Qingyun Sect. After five years of training, he performs well in the Seven Peak Martial Arts Competition. He's sent to the Kongsang Mountain to defeat the evil. During the journey, he and his senior, Lu Xueqi, met with an accident, and got to know and save the lady of the cult, Bi Yao. At the same time, new danger is ahead of him.",,153.964,8.3,9.0,,zh,"Animation, Action & Adventure",,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
tv,Ming Dynasty,"Sun Ruo Wei entire family is killed on the orders of the Yongle Emperor in 1402, though she escapes death after being secretly adopted by Sun Zhong. Sun Ruo Wei becomes the concubine of crown prince Zhu Zhan Ji by chance, and continues to investigate the truth behind her family’s death.

However, Sun Ruo Wei decides to abandon her revenge plans after realizing how dangerous it would be to destabilize the court for her own personal goals. Touched by Zhu Zhan Ji’s kindness, Sun Ruo Wei resolves to become a virtuous empress who can support him in times of hardship. Unfortunately, Zhu Zhan Ji passes away after a decade on the throne, and Sun Ruo Wei is honored as Empress Dowager once her 7-year-old Zhu Qi Zhen ascends the throne.",,85.529,7.0,6.0,,zh,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Rise & Fall of Qing Dynasty,,,127.538,10.0,1.0,,cn,"War & Politics, Drama, Action & Adventure",,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
tv,Dynasty,"During the later years of the Kangxi Emperor's rule, his many sons were vying for the throne. The fourth prince, aided by Lusi, Nian Gengyao, and Han Chong, while the fourteenth prince had the support of martial arts master Zeng Jing. The competition between the two became intense. Lusi developed a romantic relationship with the fourth prince while Zeng Jing also had feelings for her, making their situation more complicated. Later, the fourth prince killed Kangxi and altered the imperial edict, successfully usurping the throne and naming himself Emperor Yongzheng. From then on, Yongzheng ruthlessly eliminated dissidents and even betrayed those who helped him, causing Lusi to regret her involvement. Ultimately, the fourteenth prince plotted to assassinate Yongzheng with the help of Zeng Jing and Lusi, igniting a fierce battle.",,85.678,0.0,0.0,,cn,"Drama, Action & Adventure",,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Winning Time: The Rise of the Lakers Dynasty,"A fast-break series chronicling the professional and personal lives of the 1980s Los Angeles Lakers, one of sports’ most revered and dominant dynasties — a team that defined an era, both on and off the court.",,352.922,7.7,124.0,,en,"Drama, Comedy",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
movie,Dynasty,"In the last days of the Ming dynasty, a heroic martial artist battles the evil chief of the palace guard.",1977-04-01,3.877,4.0,3.0,Dynasty,zh,Action,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
tv,Rise & Fall of Qing Dynasty (II),,,83.988,0.0,0.0,,cn,"War & Politics, Drama",,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
tv,Ming Dynasty in 1566,A series based on the events in the reign of the Jiajing Emperor of the Ming dynasty.,,45.879,9.583,24.0,,zh,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Kangxi Dynasty,"Kangxi Dynasty is a 2001 Chinese television series based on the novel Kangxi Da Di by Eryue He. The series is a prequel to the 1997 television series Yongzheng Dynasty, and was followed by Qianlong Dynasty in 2002.",,58.673,8.176,17.0,,zh,Drama,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tv,Heroes of Sui and Tang Dynasties,"Heroes emerged in large numbers during the tumultuous and short-lived Sui to early Tang dynasty period. Most famous among them are Qin Qiong, Luo Cheng, Cheng Yao Jin, Shan Xiong Xin and Wei Chi Gong, known as the ""Five Tigers of Sui and Tang"", who would help Li Shi Min defeat rebels and rivals and pacify the land. The drama will start with the establishment of the Sui dynasty and end with Li Shi Min's ascension to the throne.",,98.906,7.0,1.0,,zh,"Drama, War & Politics, Action & Adventure",,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
tv,Tang Dynasty Tour,"A story filled with laughter and tears revolving around an archaeologist who time travels to the Tang Dynasty and gets caught in the political struggles in the palace.

After getting caught in a sandstorm while on an archeological expedition, Yun Ye is shocked to find that he has ended up in the Tang Dynasty. He makes use of his knowledge from the modern day to carve out a decent life for himself and slowly climbs the ranks as a court official. He becomes friends with the Crown Prince and also encounters an old love.",,27.798,6.2,4.0,,zh,"Comedy, Drama",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
