rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,current_date,showTm,prdtYear,prdtStatNm,typeNm,nationNm,genreNm,director,actor,showTypeGroupNm,showTypeNm,audits
5,5,1,OLD,20231415,소풍,2024-02-07,367799639,5.9,20048740,5.8,1261602879,39536,3319,9.2,136265,726,1537,2024-02-11,113,2024,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
6,6,-1,OLD,20211477,데드맨,2024-02-07,377252321,6.0,-47822448,-11.3,1674313287,38500,-4080,-9.6,174833,794,1936,2024-02-11,108,2023,개봉,장편,한국,범죄,하준원,"조진웅, 김희애, 이수경, 권영주",2D,디지털,15세이상관람가
7,7,0,OLD,20234581,아가일,2024-02-07,210705932,3.4,7524271,3.7,1002430943,20294,1087,5.7,96162,749,1401,2024-02-11,138,2023,개봉,장편,미국,액션,매튜 본,"헨리 카빌, 브라이스 달라스 하워드, 샘 록웰, 브라이언 크랜스톤, 캐서린 오하라, 두아 리파, 아리아나 데보스, 존 시나, 사무엘 L. 잭슨","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
8,8,0,OLD,20246966,아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,106854192,1.7,45488397,74.1,384705766,11611,5007,75.8,42536,564,860,2024-02-11,83,2023,개봉,장편,미국,애니메이션,,"장예나, 전태열, 이희승(엔하이픈), 박종성(엔하이픈), 심재윤(엔하이픈), 박성훈(엔하이픈, 김선우(엔하이픈), 양정원(엔하이픈), 니시무라 리키(엔하이픈), 김보민, 이채린(CL), 정재헌, 김보나, 김은아, 윤은서, 이상호",2D,디지털,전체관람가
9,9,0,OLD,20212866,서울의 봄,2023-11-22,50412713,0.8,-3765988,-7.0,127803459213,5514,-368,-6.3,13114138,162,194,2024-02-11,141,2022,개봉,장편,한국,드라마,김성수,"황정민, 정우성, 이성민, 박해준, 김성균, 김의성, 정동환, 안내상, 유성주, 최병모, 박훈, 이재윤, 김성오, 남윤호, 홍서준, 안세호, 정형석, 박정학, 박원상, 박민이, 염동헌, 전진기, 차래형, 공재민, 권혁, 한창현, 송영근, 전수지, 서광재, 임철형, 현봉식, 곽자형, 전운종, 이승희, 김기무, 문성복, 김옥주, 박정표, 곽진석, 한규원, 우미화, 차건우, 최원경, 정만식, 정해인, 이준혁, 이귀우, 우아름, 김지원, 최기동, 양영문","2D, 2D, 2D, IMAX","디지털, 디지털 한글자막 CC, 디지털 가치봄, IMAX",12세이상관람가
10,10,0,OLD,20246964,정글번치: 월드투어,2024-01-31,41804800,0.7,16022300,62.1,296248100,4699,1879,66.6,36409,168,219,2024-02-11,88,2023,개봉,장편,프랑스,애니메이션,,,"2D, 2D","디지털, 디지털 더빙",전체관람가
1,1,0,OLD,20236180,웡카,2024-01-31,2233514793,37.8,58910078,2.7,17633303054,228306,8284,3.8,1813424,1378,4913,2024-02-12,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
2,2,0,OLD,20206946,시민덕희,2024-01-24,1010743249,17.1,-372461281,-26.9,14053507157,104969,-37203,-26.2,1488414,1250,3122,2024-02-12,113,2021,개봉,장편,한국,드라마,박영주,"라미란, 공명, 염혜란, 박병은, 장윤주, 이무생, 안은진, 김율호","2D, 2D","디지털, 디지털 가치봄",15세이상관람가
3,3,0,OLD,20247074,건국전쟁,2024-02-01,860246140,14.6,246634204,40.2,3259095047,88464,27011,44.0,329934,711,1318,2024-02-12,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
4,4,0,OLD,20212668,도그데이즈,2024-02-07,465351454,7.9,-114837791,-19.8,2587663942,47603,-10703,-18.4,265971,784,2085,2024-02-12,119,2023,개봉,장편,한국,드라마,김덕민,"윤여정, 유해진, 김윤진, 정성화, 김서형, 다니엘 헤니, 이현우, 탕준상, 윤채나, 김고은",2D,디지털,12세이상관람가
5,5,0,OLD,20231415,소풍,2024-02-07,342383846,5.8,-25415793,-6.9,1603986725,38180,-1356,-3.4,174445,717,1482,2024-02-12,113,2024,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
6,6,0,OLD,20211477,데드맨,2024-02-07,238953717,4.0,-138298604,-36.7,1913267004,24807,-13693,-35.6,199640,747,1696,2024-02-12,108,2023,개봉,장편,한국,범죄,하준원,"조진웅, 김희애, 이수경, 권영주",2D,디지털,15세이상관람가
7,7,0,OLD,20234581,아가일,2024-02-07,167020547,2.8,-43685385,-20.7,1169451490,16093,-4201,-20.7,112255,727,1240,2024-02-12,138,2023,개봉,장편,미국,액션,매튜 본,"헨리 카빌, 브라이스 달라스 하워드, 샘 록웰, 브라이언 크랜스톤, 캐서린 오하라, 두아 리파, 아리아나 데보스, 존 시나, 사무엘 L. 잭슨","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
8,8,0,OLD,20246966,아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,137878575,2.3,31024383,29.0,522584341,15031,3420,29.5,57567,555,834,2024-02-12,83,2023,개봉,장편,미국,애니메이션,,"장예나, 전태열, 이희승(엔하이픈), 박종성(엔하이픈), 심재윤(엔하이픈), 박성훈(엔하이픈, 김선우(엔하이픈), 양정원(엔하이픈), 니시무라 리키(엔하이픈), 김보민, 이채린(CL), 정재헌, 김보나, 김은아, 윤은서, 이상호",2D,디지털,전체관람가
9,9,1,OLD,20246964,정글번치: 월드투어,2024-01-31,54233300,0.9,12428500,29.7,350481400,6418,1719,36.6,42827,167,230,2024-02-12,88,2023,개봉,장편,프랑스,애니메이션,,,"2D, 2D","디지털, 디지털 더빙",전체관람가
10,10,-1,OLD,20212866,서울의 봄,2023-11-22,37158898,0.6,-13253815,-26.3,127840618111,4097,-1417,-25.7,13118235,145,180,2024-02-12,141,2022,개봉,장편,한국,드라마,김성수,"황정민, 정우성, 이성민, 박해준, 김성균, 김의성, 정동환, 안내상, 유성주, 최병모, 박훈, 이재윤, 김성오, 남윤호, 홍서준, 안세호, 정형석, 박정학, 박원상, 박민이, 염동헌, 전진기, 차래형, 공재민, 권혁, 한창현, 송영근, 전수지, 서광재, 임철형, 현봉식, 곽자형, 전운종, 이승희, 김기무, 문성복, 김옥주, 박정표, 곽진석, 한규원, 우미화, 차건우, 최원경, 정만식, 정해인, 이준혁, 이귀우, 우아름, 김지원, 최기동, 양영문","2D, 2D, 2D, IMAX","디지털, 디지털 한글자막 CC, 디지털 가치봄, IMAX",12세이상관람가
1,1,0,OLD,20236180,웡카,2024-01-31,707488361,37.4,-1526026432,-68.3,18340791415,73325,-154981,-67.9,1886749,1196,4342,2024-02-13,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
2,2,1,OLD,20247074,건국전쟁,2024-02-01,467599520,24.7,-392646620,-45.6,3726694567,52207,-36257,-41.0,382141,580,1308,2024-02-13,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
3,3,-1,OLD,20206946,시민덕희,2024-01-24,214986095,11.4,-795757154,-78.7,14268493252,23076,-81893,-78.0,1511490,862,2340,2024-02-13,113,2021,개봉,장편,한국,드라마,박영주,"라미란, 공명, 염혜란, 박병은, 장윤주, 이무생, 안은진, 김율호","2D, 2D","디지털, 디지털 가치봄",15세이상관람가
4,4,0,OLD,20212668,도그데이즈,2024-02-07,122645667,6.5,-342705787,-73.6,2710309609,13113,-34490,-72.5,279084,711,1944,2024-02-13,119,2023,개봉,장편,한국,드라마,김덕민,"윤여정, 유해진, 김윤진, 정성화, 김서형, 다니엘 헤니, 이현우, 탕준상, 윤채나, 김고은",2D,디지털,12세이상관람가
5,5,0,OLD,20231415,소풍,2024-02-07,109247918,5.8,-233135928,-68.1,1713234643,12915,-25265,-66.2,187360,651,1413,2024-02-13,113,2024,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
6,6,0,OLD,20211477,데드맨,2024-02-07,78659262,4.2,-160294455,-67.1,1991926266,8608,-16199,-65.3,208248,641,1458,2024-02-13,108,2023,개봉,장편,한국,범죄,하준원,"조진웅, 김희애, 이수경, 권영주",2D,디지털,15세이상관람가
7,7,0,OLD,20234581,아가일,2024-02-07,51633800,2.7,-115386747,-69.1,1221085290,5171,-10922,-67.9,117426,659,1171,2024-02-13,138,2023,개봉,장편,미국,액션,매튜 본,"헨리 카빌, 브라이스 달라스 하워드, 샘 록웰, 브라이언 크랜스톤, 캐서린 오하라, 두아 리파, 아리아나 데보스, 존 시나, 사무엘 L. 잭슨","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
8,8,0,OLD,20246966,아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,21620678,1.1,-116257897,-84.3,544205019,2698,-12333,-82.1,60265,322,391,2024-02-13,83,2023,개봉,장편,미국,애니메이션,,"장예나, 전태열, 이희승(엔하이픈), 박종성(엔하이픈), 심재윤(엔하이픈), 박성훈(엔하이픈, 김선우(엔하이픈), 양정원(엔하이픈), 니시무라 리키(엔하이픈), 김보민, 이채린(CL), 정재헌, 김보나, 김은아, 윤은서, 이상호",2D,디지털,전체관람가
9,9,3,OLD,20234730,추락의 해부,2024-01-31,19727429,1.0,-22050776,-52.8,588664224,1967,-2083,-51.4,59889,108,156,2024-02-13,151,2023,개봉,장편,프랑스,드라마,쥐스틴 트리에,"산드라 휠러, 스완 아를로, 밀로 마차도 그라너",2D,디지털,15세이상관람가
10,10,0,OLD,20212866,서울의 봄,2023-11-22,10691095,0.6,-26467803,-71.2,127851309206,1219,-2878,-70.2,13119454,108,127,2024-02-13,141,2022,개봉,장편,한국,드라마,김성수,"황정민, 정우성, 이성민, 박해준, 김성균, 김의성, 정동환, 안내상, 유성주, 최병모, 박훈, 이재윤, 김성오, 남윤호, 홍서준, 안세호, 정형석, 박정학, 박원상, 박민이, 염동헌, 전진기, 차래형, 공재민, 권혁, 한창현, 송영근, 전수지, 서광재, 임철형, 현봉식, 곽자형, 전운종, 이승희, 김기무, 문성복, 김옥주, 박정표, 곽진석, 한규원, 우미화, 차건우, 최원경, 정만식, 정해인, 이준혁, 이귀우, 우아름, 김지원, 최기동, 양영문","2D, 2D, 2D, IMAX","디지털, 디지털 한글자막 CC, 디지털 가치봄, IMAX",12세이상관람가
1,1,0,OLD,20236180,웡카,2024-01-31,735398339,27.5,27909978,3.9,19076189754,78003,4678,6.4,1964752,1006,3798,2024-02-14,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
2,2,0,NEW,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,752324600,28.1,752324600,100.0,1027926900,66192,66192,100.0,81448,388,1991,2024-02-14,103,2023,개봉,장편,일본,애니메이션,소토자키 하루오,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가
3,3,-1,OLD,20247074,건국전쟁,2024-02-01,454873128,17.0,-12726392,-2.7,4181567695,52149,-58,-0.1,434290,735,1776,2024-02-14,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
4,4,-1,OLD,20206946,시민덕희,2024-01-24,172569324,6.5,-42416771,-19.7,14441062576,18381,-4695,-20.3,1529871,826,2216,2024-02-14,113,2021,개봉,장편,한국,드라마,박영주,"라미란, 공명, 염혜란, 박병은, 장윤주, 이무생, 안은진, 김율호","2D, 2D","디지털, 디지털 가치봄",15세이상관람가
5,5,0,OLD,20231415,소풍,2024-02-07,84536937,3.2,-24710981,-22.6,1797771580,10022,-2893,-22.4,197382,619,1166,2024-02-14,113,2024,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
6,6,-2,OLD,20212668,도그데이즈,2024-02-07,88122097,3.3,-34523570,-28.1,2798431706,9390,-3723,-28.4,288474,668,1465,2024-02-14,119,2023,개봉,장편,한국,드라마,김덕민,"윤여정, 유해진, 김윤진, 정성화, 김서형, 다니엘 헤니, 이현우, 탕준상, 윤채나, 김고은",2D,디지털,12세이상관람가
7,7,-1,OLD,20211477,데드맨,2024-02-07,54206615,2.0,-24452647,-31.1,2046132881,6009,-2599,-30.2,214257,563,1028,2024-02-14,108,2023,개봉,장편,한국,범죄,하준원,"조진웅, 김희애, 이수경, 권영주",2D,디지털,15세이상관람가
8,8,0,NEW,20247227,우견니,2024-02-14,33905642,1.3,33905642,100.0,45550184,4638,4638,100.0,5980,143,450,2024-02-14,110,2022,개봉,장편,중국,멜로/로맨스,루오 루오,,2D,디지털,12세이상관람가
9,9,-2,OLD,20234581,아가일,2024-02-07,31780477,1.2,-19853323,-38.5,1252865767,3394,-1777,-34.4,120820,464,691,2024-02-14,138,2023,개봉,장편,미국,액션,매튜 본,"헨리 카빌, 브라이스 달라스 하워드, 샘 록웰, 브라이언 크랜스톤, 캐서린 오하라, 두아 리파, 아리아나 데보스, 존 시나, 사무엘 L. 잭슨","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
10,10,20,OLD,20247158,에스파: 마이 퍼스트 페이지,2024-02-14,68163000,2.5,66777000,4818.0,69549000,3093,2939,1908.4,3247,64,186,2024-02-14,109,2024,개봉,장편,한국,공연,김지선,,2D,디지털,전체관람가
1,1,0,OLD,20236180,웡카,2024-01-31,597120773,29.7,-138277566,-18.8,19673310527,63586,-14417,-18.5,2028338,1030,3673,2024-02-15,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
2,2,1,OLD,20247074,건국전쟁,2024-02-01,449947848,22.4,-4925280,-1.1,4631515543,51116,-1033,-2.0,485406,921,2149,2024-02-15,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
3,3,-1,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,379872100,18.9,-372452500,-49.5,1407799000,33897,-32295,-48.8,115345,381,1823,2024-02-15,103,2023,개봉,장편,일본,애니메이션,소토자키 하루오,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가
4,4,0,OLD,20206946,시민덕희,2024-01-24,154342017,7.7,-18227307,-10.6,14595404593,16555,-1826,-9.9,1546426,800,2090,2024-02-15,113,2021,개봉,장편,한국,드라마,박영주,"라미란, 공명, 염혜란, 박병은, 장윤주, 이무생, 안은진, 김율호","2D, 2D","디지털, 디지털 가치봄",15세이상관람가
5,5,0,OLD,20231415,소풍,2024-02-07,83551051,4.2,-985886,-1.2,1881322631,9917,-105,-1.0,207299,620,1124,2024-02-15,113,2024,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
6,6,0,OLD,20212668,도그데이즈,2024-02-07,78685777,3.9,-9436320,-10.7,2877117483,8514,-876,-9.3,296988,620,1315,2024-02-15,119,2023,개봉,장편,한국,드라마,김덕민,"윤여정, 유해진, 김윤진, 정성화, 김서형, 다니엘 헤니, 이현우, 탕준상, 윤채나, 김고은",2D,디지털,12세이상관람가
7,7,0,OLD,20211477,데드맨,2024-02-07,35656029,1.8,-18550586,-34.2,2081788910,3910,-2099,-34.9,218167,521,857,2024-02-15,108,2023,개봉,장편,한국,범죄,하준원,"조진웅, 김희애, 이수경, 권영주",2D,디지털,15세이상관람가
8,8,89,OLD,20246989,스노우 퍼핀즈,2024-02-15,20109700,1.0,20047700,32335.0,20171700,2652,2644,33050.0,2660,249,270,2024-02-15,70,2023,개봉,장편,스페인,애니메이션,,"조니 뎁, 김대중",2D,디지털 더빙,전체관람가
9,9,0,OLD,20234581,아가일,2024-02-07,23300083,1.2,-8480394,-26.7,1276165850,2479,-915,-27.0,123299,424,578,2024-02-15,138,2023,개봉,장편,미국,액션,매튜 본,"헨리 카빌, 브라이스 달라스 하워드, 샘 록웰, 브라이언 크랜스톤, 캐서린 오하라, 두아 리파, 아리아나 데보스, 존 시나, 사무엘 L. 잭슨","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
10,10,1,OLD,20246966,아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,15770717,0.8,-4951883,-23.9,580698336,2215,-468,-17.4,65163,208,220,2024-02-15,83,2023,개봉,장편,미국,애니메이션,,"장예나, 전태열, 이희승(엔하이픈), 박종성(엔하이픈), 심재윤(엔하이픈), 박성훈(엔하이픈, 김선우(엔하이픈), 양정원(엔하이픈), 니시무라 리키(엔하이픈), 김보민, 이채린(CL), 정재헌, 김보나, 김은아, 윤은서, 이상호",2D,디지털,전체관람가
1,1,0,OLD,20236180,웡카,2024-01-31,790342025,33.7,193221252,32.4,20463652552,81594,18008,28.3,2109932,1105,4016,2024-02-16,116,2023,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
2,2,0,OLD,20247074,건국전쟁,2024-02-01,460066625,19.6,10118777,2.2,5091582168,50174,-942,-1.8,535580,956,2518,2024-02-16,100,2023,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
3,3,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,417653100,17.8,37781000,9.9,1825452100,35954,2057,6.1,151299,370,1828,2024-02-16,103,2023,개봉,장편,일본,애니메이션,소토자키 하루오,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가
4,4,0,OLD,20206946,시민덕희,2024-01-24,178202139,7.6,23860122,15.5,14773606732,18493,1938,11.7,1564919,820,2288,2024-02-16,113,2021,개봉,장편,한국,드라마,박영주,"라미란, 공명, 염혜란, 박병은, 장윤주, 이무생, 안은진, 김율호","2D, 2D","디지털, 디지털 가치봄",15세이상관람가
5,5,0,OLD,20231415,소풍,2024-02-07,86383891,3.7,2832840,3.4,1967706522,9974,57,0.6,217273,615,1121,2024-02-16,113,2024,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
